Series▲▼,Product Image,Product Line▲▼,PPPMat 10 x 1000 μs(W)▲▼,Package (JEDEC®)Code▲▼,TVS Polarity▲▼,Stand-OffVoltageVWM(V)▲▼,BreakdownVoltage VBRat IT(V) Min.▲▼,BreakdownVoltage VBRat IT(V) Max.▲▼,TJMax.(°C)▲▼,AEC-Q101Qualified▲▼,Image path
3KASMC10A thru 3KASMC43A,Enlarge,PAR® TVS,3000,SMC (DO-214AB),Unidirectional,36,40,44.2,185,Yes,image/diodes/tvs-protection/88480.png
3KASMC10A thru 3KASMC43A,Enlarge,PAR® TVS,3000,SMC (DO-214AB),Unidirectional,10,11.1,12.3,185,Yes,image/diodes/tvs-protection/88480.png
5KASMC10A thru 5KASMC43A,Enlarge,PAR® TVS,5000,SMC (DO-214AB),Unidirectional,28,31.1,34.4,185,Yes,image/diodes/tvs-protection/89432.png
5KASMC10A thru 5KASMC43A,Enlarge,PAR® TVS,5000,SMC (DO-214AB),Unidirectional,13,14.4,15.9,185,Yes,image/diodes/tvs-protection/89432.png
5KASMC10A thru 5KASMC43A,Enlarge,PAR® TVS,5000,SMC (DO-214AB),Unidirectional,22,24.4,26.9,185,Yes,image/diodes/tvs-protection/89432.png
5KASMC10A thru 5KASMC43A,Enlarge,PAR® TVS,5000,SMC (DO-214AB),Unidirectional,43,47.8,52.8,185,Yes,image/diodes/tvs-protection/89432.png
5KASMC10A thru 5KASMC43A,Enlarge,PAR® TVS,5000,SMC (DO-214AB),Unidirectional,33,36.7,40.6,185,Yes,image/diodes/tvs-protection/89432.png
5KASMC10A thru 5KASMC43A,Enlarge,PAR® TVS,5000,SMC (DO-214AB),Unidirectional,17,18.9,20.9,185,Yes,image/diodes/tvs-protection/89432.png
5KASMC10A thru 5KASMC43A,Enlarge,PAR® TVS,5000,SMC (DO-214AB),Unidirectional,26,28.9,31.9,185,Yes,image/diodes/tvs-protection/89432.png
5KASMC10A thru 5KASMC43A,Enlarge,PAR® TVS,5000,SMC (DO-214AB),Unidirectional,12,13.3,14.7,185,Yes,image/diodes/tvs-protection/89432.png
5KASMC10A thru 5KASMC43A,Enlarge,PAR® TVS,5000,SMC (DO-214AB),Unidirectional,20,22.2,24.5,185,Yes,image/diodes/tvs-protection/89432.png
5KASMC10A thru 5KASMC43A,Enlarge,PAR® TVS,5000,SMC (DO-214AB),Unidirectional,40,44.4,49.1,185,Yes,image/diodes/tvs-protection/89432.png
5KASMC10A thru 5KASMC43A,Enlarge,PAR® TVS,5000,SMC (DO-214AB),Unidirectional,30,33.3,36.8,185,Yes,image/diodes/tvs-protection/89432.png
5KASMC10A thru 5KASMC43A,Enlarge,PAR® TVS,5000,SMC (DO-214AB),Unidirectional,16,17.8,19.7,185,Yes,image/diodes/tvs-protection/89432.png
5KASMC10A thru 5KASMC43A,Enlarge,PAR® TVS,5000,SMC (DO-214AB),Unidirectional,24,26.7,29.5,185,Yes,image/diodes/tvs-protection/89432.png
5KASMC10A thru 5KASMC43A,Enlarge,PAR® TVS,5000,SMC (DO-214AB),Unidirectional,10,11.1,12.3,185,Yes,image/diodes/tvs-protection/89432.png
5KASMC10A thru 5KASMC43A,Enlarge,PAR® TVS,5000,SMC (DO-214AB),Unidirectional,18,20,22.1,185,Yes,image/diodes/tvs-protection/89432.png
5KASMC10A thru 5KASMC43A,Enlarge,PAR® TVS,5000,SMC (DO-214AB),Unidirectional,36,40,44.2,185,Yes,image/diodes/tvs-protection/89432.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,170,189,209,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,51,56.7,62.7,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,85,94.4,104,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,33,36.7,40.6,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,9,10,11.1,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,17,18.9,20.9,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,130,144,159,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,70,77.8,86,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,26,28.9,31.9,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,48,53.3,58.9,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,14,15.6,17.2,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,100,111,123,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,58,64.4,71.2,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,20,22.2,24.5,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,40,44.4,49.1,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,11,12.2,13.5,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,160,178,197,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,78,86.7,95.8,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,30,33.3,36.8,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,8.5,9.44,10.4,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,16,17.8,19.7,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,120,133,147,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,64,71.1,78.6,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,24,26.7,29.5,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,45,50,55.3,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,13,14.4,15.9,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,188,209,231,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,54,60,66.3,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,90,100,111,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,36,40,44.2,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,10,11.1,12.3,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,18,20,22.1,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,150,167,185,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,75,83.3,92.1,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,28,31.1,34.4,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,15,16.7,18.5,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,110,122,135,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,60,66.7,73.7,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,22,24.4,26.9,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,43,47.8,52.8,175,Yes,image/diodes/tvs-protection/88308.png
5KP8.5A thru 5KP188A,Enlarge,TRANSZORB® TVS,5000,P600,Unidirectional,12,13.3,14.7,175,Yes,image/diodes/tvs-protection/88308.png
6DFN12A thru 6DFN51A,Enlarge,TRANSZORB® TVS,600,DFN3820A,Unidirectional,10.2,11.4,12.6,175,No,image/diodes/tvs-protection/98464.png
6DFN12A thru 6DFN51A,Enlarge,TRANSZORB® TVS,600,DFN3820A,Unidirectional,23.1,25.7,28.4,175,No,image/diodes/tvs-protection/98464.png
6DFN12A thru 6DFN51A,Enlarge,TRANSZORB® TVS,600,DFN3820A,Unidirectional,36.8,40.9,45.2,175,No,image/diodes/tvs-protection/98464.png
6DFN12A thru 6DFN51A,Enlarge,TRANSZORB® TVS,600,DFN3820A,Unidirectional,17.1,19,21,175,No,image/diodes/tvs-protection/98464.png
6DFN12A thru 6DFN51A,Enlarge,TRANSZORB® TVS,600,DFN3820A,Unidirectional,28.2,31.4,34.7,175,No,image/diodes/tvs-protection/98464.png
6DFN12A thru 6DFN51A,Enlarge,TRANSZORB® TVS,600,DFN3820A,Unidirectional,12.8,14.3,15.8,175,No,image/diodes/tvs-protection/98464.png
6DFN12A thru 6DFN51A,Enlarge,TRANSZORB® TVS,600,DFN3820A,Unidirectional,20.5,22.8,25.2,175,No,image/diodes/tvs-protection/98464.png
6DFN12A thru 6DFN51A,Enlarge,TRANSZORB® TVS,600,DFN3820A,Unidirectional,33.3,37.1,41,175,No,image/diodes/tvs-protection/98464.png
6DFN12A thru 6DFN51A,Enlarge,TRANSZORB® TVS,600,DFN3820A,Unidirectional,15.3,17.1,18.9,175,No,image/diodes/tvs-protection/98464.png
6DFN12A thru 6DFN51A,Enlarge,TRANSZORB® TVS,600,DFN3820A,Unidirectional,43.6,48.5,53.6,175,No,image/diodes/tvs-protection/98464.png
6DFN12A thru 6DFN51A,Enlarge,TRANSZORB® TVS,600,DFN3820A,Unidirectional,25.6,28.5,31.5,175,No,image/diodes/tvs-protection/98464.png
6DFN12A thru 6DFN51A,Enlarge,TRANSZORB® TVS,600,DFN3820A,Unidirectional,11.1,12.4,13.7,175,No,image/diodes/tvs-protection/98464.png
6DFN12A thru 6DFN51A,Enlarge,TRANSZORB® TVS,600,DFN3820A,Unidirectional,40.2,44.7,49.4,175,No,image/diodes/tvs-protection/98464.png
6DFN12A thru 6DFN51A,Enlarge,TRANSZORB® TVS,600,DFN3820A,Unidirectional,18.8,20.9,23.1,175,No,image/diodes/tvs-protection/98464.png
6DFN12A thru 6DFN51A,Enlarge,TRANSZORB® TVS,600,DFN3820A,Unidirectional,30.8,34.2,37.8,175,No,image/diodes/tvs-protection/98464.png
6DFN12A thru 6DFN51A,Enlarge,TRANSZORB® TVS,600,DFN3820A,Unidirectional,13.6,15.2,16.8,175,No,image/diodes/tvs-protection/98464.png
6DFN12CA thru 6DFN100CA,Enlarge,TRANSZORB® TVS,600,DFN3820A,Bidirectional,15.3,17.1,18.9,175,No,image/diodes/tvs-protection/98490.png
6DFN12CA thru 6DFN100CA,Enlarge,TRANSZORB® TVS,600,DFN3820A,Bidirectional,33.3,37.1,41,175,No,image/diodes/tvs-protection/98490.png
6DFN12CA thru 6DFN100CA,Enlarge,TRANSZORB® TVS,600,DFN3820A,Bidirectional,53,58.9,65.1,175,No,image/diodes/tvs-protection/98490.png
6DFN12CA thru 6DFN100CA,Enlarge,TRANSZORB® TVS,600,DFN3820A,Bidirectional,11.1,12.4,13.7,175,No,image/diodes/tvs-protection/98490.png
6DFN12CA thru 6DFN100CA,Enlarge,TRANSZORB® TVS,600,DFN3820A,Bidirectional,25.6,28.5,31.5,175,No,image/diodes/tvs-protection/98490.png
6DFN12CA thru 6DFN100CA,Enlarge,TRANSZORB® TVS,600,DFN3820A,Bidirectional,70.1,77.9,86.1,175,No,image/diodes/tvs-protection/98490.png
6DFN12CA thru 6DFN100CA,Enlarge,TRANSZORB® TVS,600,DFN3820A,Bidirectional,40.2,44.7,49.4,175,No,image/diodes/tvs-protection/98490.png
6DFN12CA thru 6DFN100CA,Enlarge,TRANSZORB® TVS,600,DFN3820A,Bidirectional,18.8,20.9,23.1,175,No,image/diodes/tvs-protection/98490.png
6DFN12CA thru 6DFN100CA,Enlarge,TRANSZORB® TVS,600,DFN3820A,Bidirectional,13.6,15.2,16.8,175,No,image/diodes/tvs-protection/98490.png
6DFN12CA thru 6DFN100CA,Enlarge,TRANSZORB® TVS,600,DFN3820A,Bidirectional,30.8,34.2,37.8,175,No,image/diodes/tvs-protection/98490.png
6DFN12CA thru 6DFN100CA,Enlarge,TRANSZORB® TVS,600,DFN3820A,Bidirectional,85.5,95,105,175,No,image/diodes/tvs-protection/98490.png
6DFN12CA thru 6DFN100CA,Enlarge,TRANSZORB® TVS,600,DFN3820A,Bidirectional,47.8,53.2,58.8,175,No,image/diodes/tvs-protection/98490.png
6DFN12CA thru 6DFN100CA,Enlarge,TRANSZORB® TVS,600,DFN3820A,Bidirectional,10.2,11.4,12.6,175,No,image/diodes/tvs-protection/98490.png
6DFN12CA thru 6DFN100CA,Enlarge,TRANSZORB® TVS,600,DFN3820A,Bidirectional,23.1,25.7,28.4,175,No,image/diodes/tvs-protection/98490.png
6DFN12CA thru 6DFN100CA,Enlarge,TRANSZORB® TVS,600,DFN3820A,Bidirectional,64.1,71.3,78.8,175,No,image/diodes/tvs-protection/98490.png
6DFN12CA thru 6DFN100CA,Enlarge,TRANSZORB® TVS,600,DFN3820A,Bidirectional,17.1,19,21,175,No,image/diodes/tvs-protection/98490.png
6DFN12CA thru 6DFN100CA,Enlarge,TRANSZORB® TVS,600,DFN3820A,Bidirectional,36.8,40.9,45.2,175,No,image/diodes/tvs-protection/98490.png
6DFN12CA thru 6DFN100CA,Enlarge,TRANSZORB® TVS,600,DFN3820A,Bidirectional,58.1,64.6,71.4,175,No,image/diodes/tvs-protection/98490.png
6DFN12CA thru 6DFN100CA,Enlarge,TRANSZORB® TVS,600,DFN3820A,Bidirectional,12.8,14.3,15.8,175,No,image/diodes/tvs-protection/98490.png
6DFN12CA thru 6DFN100CA,Enlarge,TRANSZORB® TVS,600,DFN3820A,Bidirectional,28.2,31.4,34.7,175,No,image/diodes/tvs-protection/98490.png
6DFN12CA thru 6DFN100CA,Enlarge,TRANSZORB® TVS,600,DFN3820A,Bidirectional,77.8,86.5,95.5,175,No,image/diodes/tvs-protection/98490.png
6DFN12CA thru 6DFN100CA,Enlarge,TRANSZORB® TVS,600,DFN3820A,Bidirectional,43.6,48.5,53.6,175,No,image/diodes/tvs-protection/98490.png
6DFN12CA thru 6DFN100CA,Enlarge,TRANSZORB® TVS,600,DFN3820A,Bidirectional,20.5,22.8,25.2,175,No,image/diodes/tvs-protection/98490.png
6KA24,Enlarge,PAR® TVS,6000,P600,Unidirectional,24,26.7,32.6,185,Yes,image/diodes/tvs-protection/88309.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",18.8,20.9,23.1,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",40.2,44.7,49.4,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",8.55,9.5,10.5,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",239,266,294,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",53,58.9,65.1,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",111,124,137,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",30.8,34.2,37.8,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",6.4,7.13,7.88,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",13.6,15.2,16.8,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",171,190,210,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",376,418,462,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",85.5,95,105,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",23.1,25.7,28.4,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",47.8,53.2,58.8,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",10.2,11.4,12.6,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",136,152,168,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",273,304,336,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",64.1,71.3,78.8,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",36.8,40.9,45.2,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",7.78,8.65,9.55,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",17.1,19,21,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",213,237,263,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",102,114,126,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",28.2,31.4,34.7,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",5.8,6.45,7.14,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",12.8,14.3,15.8,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",154,171,189,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",342,380,420,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",78,86.5,95.5,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",20.5,22.8,25.2,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",43.6,48.5,53.6,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",9.4,10.5,11.6,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",256,285,315,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",58.1,64.6,71.4,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",128,143,158,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",33.3,37.1,41,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",7.02,7.79,8.61,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",15.3,17.1,18.9,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",188,209,231,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",94,105,116,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",25.6,28.5,31.5,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",,6.45,7.14,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",11.1,12.4,13.7,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",145,161,179,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",299,332,368,175,Yes,image/diodes/tvs-protection/88316.png
BZW04-5V8 thru BZW04-376,Enlarge,TRANSZORB® TVS,400,DO-41 (DO-204AL),"Unidirectional, bidirectional",70.1,77.9,86.1,175,Yes,image/diodes/tvs-protection/88316.png
MSMP6.0A thru MSMP20A,Enlarge,TRANSZORB® TVS,150,MicroSMP (DO-219AD),Unidirectional,18,20,22.1,150,Yes,image/diodes/tvs-protection/89457.png
MSMP6.0A thru MSMP20A,Enlarge,TRANSZORB® TVS,150,MicroSMP (DO-219AD),Unidirectional,12,13.3,14.7,150,Yes,image/diodes/tvs-protection/89457.png
MSMP6.0A thru MSMP20A,Enlarge,TRANSZORB® TVS,150,MicroSMP (DO-219AD),Unidirectional,6.5,7.22,7.98,150,Yes,image/diodes/tvs-protection/89457.png
MSMP6.0A thru MSMP20A,Enlarge,TRANSZORB® TVS,150,MicroSMP (DO-219AD),Unidirectional,15,16.7,18.5,150,Yes,image/diodes/tvs-protection/89457.png
MSMP6.0A thru MSMP20A,Enlarge,TRANSZORB® TVS,150,MicroSMP (DO-219AD),Unidirectional,9,10,11.1,150,Yes,image/diodes/tvs-protection/89457.png
MSMP6.0A thru MSMP20A,Enlarge,TRANSZORB® TVS,150,MicroSMP (DO-219AD),Unidirectional,7.5,8.33,9.21,150,Yes,image/diodes/tvs-protection/89457.png
MSMP6.0A thru MSMP20A,Enlarge,TRANSZORB® TVS,150,MicroSMP (DO-219AD),Unidirectional,17,18.9,20.9,150,Yes,image/diodes/tvs-protection/89457.png
MSMP6.0A thru MSMP20A,Enlarge,TRANSZORB® TVS,150,MicroSMP (DO-219AD),Unidirectional,11,12.2,13.5,150,Yes,image/diodes/tvs-protection/89457.png
MSMP6.0A thru MSMP20A,Enlarge,TRANSZORB® TVS,150,MicroSMP (DO-219AD),Unidirectional,6,6.67,7.37,150,Yes,image/diodes/tvs-protection/89457.png
MSMP6.0A thru MSMP20A,Enlarge,TRANSZORB® TVS,150,MicroSMP (DO-219AD),Unidirectional,14,15.6,17.2,150,Yes,image/diodes/tvs-protection/89457.png
MSMP6.0A thru MSMP20A,Enlarge,TRANSZORB® TVS,150,MicroSMP (DO-219AD),Unidirectional,8.5,9.44,10.4,150,Yes,image/diodes/tvs-protection/89457.png
