Part Number▲▼,Product Image,Rev. Voltage(V)▲▼,IF(AV)(A)▲▼,VFat IF(V)▲▼,IFSM(A)▲▼,trr(ns)▲▼,TJmax.(°C)▲▼,Package (JEDEC®) Code▲▼,CircuitConfiguration▲▼,Snap factor▲▼,AEC-Q101Qualified▲▼,Image path
SE15FG,Enlarge,400,1.5,0.86,30,,175,SMF (DO-219AB),Single,,Yes,image/diodes/standard-recovery/87723.png
SE15FJ,Enlarge,600,1.5,0.86,30,,175,SMF (DO-219AB),Single,,Yes,image/diodes/standard-recovery/87723.png
SE15PB,Enlarge,100,1.5,0.868,30,,175,SMP (DO-220AA),Single,,Yes,image/diodes/standard-recovery/89025.png
SE15PD,Enlarge,200,1.5,0.868,30,,175,SMP (DO-220AA),Single,,Yes,image/diodes/standard-recovery/89025.png
SE15PG,Enlarge,400,1.5,0.868,30,,175,SMP (DO-220AA),Single,,Yes,image/diodes/standard-recovery/89025.png
SE15PJ,Enlarge,600,1.5,0.868,30,,175,SMP (DO-220AA),Single,,Yes,image/diodes/standard-recovery/89025.png
SE20AFB,Enlarge,100,2,0.86,35,,175,SlimSMA (DO-221AC),Single,,Yes,image/diodes/standard-recovery/89954.png
SE20AFD,Enlarge,200,2,0.86,35,,175,SlimSMA (DO-221AC),Single,,Yes,image/diodes/standard-recovery/89954.png
SE20AFG,Enlarge,400,2,0.86,35,,175,SlimSMA (DO-221AC),Single,,Yes,image/diodes/standard-recovery/89954.png
SE20AFJ,Enlarge,600,2,0.86,35,,175,SlimSMA (DO-221AC),Single,,Yes,image/diodes/standard-recovery/89954.png
SE20DB,Enlarge,100,20,1.03,150,,175,SMPD (TO-263AC),Single,,Yes,image/diodes/standard-recovery/87794.png
SE20DD,Enlarge,200,20,1.03,150,,175,SMPD (TO-263AC),Single,,Yes,image/diodes/standard-recovery/87794.png
SE20DG,Enlarge,400,20,1.03,150,,175,SMPD (TO-263AC),Single,,Yes,image/diodes/standard-recovery/87794.png
SE20DJ,Enlarge,600,20,1.03,150,,175,SMPD (TO-263AC),Single,,Yes,image/diodes/standard-recovery/87794.png
SE20DLG,Enlarge,400,20,0.85,200,,175,SMPD (TO-263AC),Single,,Yes,image/diodes/standard-recovery/87488.png
SE20DLJ,Enlarge,600,20,0.85,200,,175,SMPD (TO-263AC),Single,,Yes,image/diodes/standard-recovery/87488.png
SE20DTG,Enlarge,400,20,1.03,150,,175,SMPD 2L,Single,,Yes,image/diodes/standard-recovery/98190.png
SE20DTJ,Enlarge,600,20,1.03,150,,175,SMPD 2L,Single,,Yes,image/diodes/standard-recovery/98190.png
SE20DTLG,Enlarge,400,20,0.85,200,,175,SMPD 2L,Single,,Yes,image/diodes/standard-recovery/98233.png
SE20DTLJ,Enlarge,600,20,0.85,200,,175,SMPD 2L,Single,,Yes,image/diodes/standard-recovery/98233.png
SE20FD,Enlarge,200,2,0.85,35,,175,SMF (DO-219AB),Single,,Yes,image/diodes/standard-recovery/87724.png
SE20FG,Enlarge,400,2,0.85,35,,175,SMF (DO-219AB),Single,,Yes,image/diodes/standard-recovery/87724.png
SE20FJ,Enlarge,600,2,0.85,35,,175,SMF (DO-219AB),Single,,Yes,image/diodes/standard-recovery/87724.png
SE20ND,Enlarge,200,2,0.86,32,,175,DFN3820A,Single,,Yes,image/diodes/standard-recovery/98367.png
SE20NG,Enlarge,400,2,0.86,32,,175,DFN3820A,Single,,Yes,image/diodes/standard-recovery/98367.png
SE20NJ,Enlarge,600,2,0.86,32,,175,DFN3820A,Single,,Yes,image/diodes/standard-recovery/98367.png
SE20PAB,Enlarge,100,2,0.92,32,,175,SMPA (DO-221BC),Single,,Yes,image/diodes/standard-recovery/87701.png
SE20PAD,Enlarge,200,2,0.92,32,,175,SMPA (DO-221BC),Single,,Yes,image/diodes/standard-recovery/87701.png
SE20PAG,Enlarge,400,2,0.92,32,,175,SMPA (DO-221BC),Single,,Yes,image/diodes/standard-recovery/87701.png
SE20PAJ,Enlarge,600,2,0.92,32,,175,SMPA (DO-221BC),Single,,Yes,image/diodes/standard-recovery/87701.png
SE20PB,Enlarge,100,2,0.85,32,,175,SMP (DO-220AA),Single,,Yes,image/diodes/standard-recovery/87905.png
SE20PD,Enlarge,200,2,0.85,32,,175,SMP (DO-220AA),Single,,Yes,image/diodes/standard-recovery/87905.png
SE20PG,Enlarge,400,2,0.85,32,,175,SMP (DO-220AA),Single,,Yes,image/diodes/standard-recovery/87905.png
SE20PJ,Enlarge,600,2,0.85,32,,175,SMP (DO-220AA),Single,,Yes,image/diodes/standard-recovery/87905.png
SE30124,Enlarge,1200,30,0.97,700,,175,DO-218AB,Single,,No,image/diodes/standard-recovery/98474.png
SE30AFB,Enlarge,100,3,0.86,40,,175,SlimSMA (DO-221AC),Single,,Yes,image/diodes/standard-recovery/89955.png
SE30AFD,Enlarge,200,3,0.86,40,,175,SlimSMA (DO-221AC),Single,,Yes,image/diodes/standard-recovery/89955.png
SE30AFG,Enlarge,400,3,0.86,40,,175,SlimSMA (DO-221AC),Single,,Yes,image/diodes/standard-recovery/89955.png
SE30AFJ,Enlarge,600,3,0.86,40,,175,SlimSMA (DO-221AC),Single,,Yes,image/diodes/standard-recovery/89955.png
SE30DT12,Enlarge,1200,30,1.01,300,,175,SMPD 2L,Single,,Yes,image/diodes/standard-recovery/98242.png
SE30ND,Enlarge,200,3,0.86,40,,175,DFN3820A,Single,,Yes,image/diodes/standard-recovery/98368.png
SE30NG,Enlarge,400,3,0.86,40,,175,DFN3820A,Single,,Yes,image/diodes/standard-recovery/98368.png
SE30NJ,Enlarge,600,3,0.86,40,,175,DFN3820A,Single,,Yes,image/diodes/standard-recovery/98368.png
SE30PAB,Enlarge,100,3,1.00,32,,175,SMPA (DO-221BC),Single,,Yes,image/diodes/standard-recovery/87702.png
SE30PAD,Enlarge,200,3,1.00,32,,175,SMPA (DO-221BC),Single,,Yes,image/diodes/standard-recovery/87702.png
SE30PAG,Enlarge,400,3,1.00,32,,175,SMPA (DO-221BC),Single,,Yes,image/diodes/standard-recovery/87702.png
SE30PAJ,Enlarge,600,3,1.00,32,,175,SMPA (DO-221BC),Single,,Yes,image/diodes/standard-recovery/87702.png
SE40N3D,Enlarge,200,4,0.84,70,,175,DFN33A,Single,,Yes,image/diodes/standard-recovery/98541.png
SE40N3G,Enlarge,400,4,0.84,70,,175,DFN33A,Single,,Yes,image/diodes/standard-recovery/98541.png
SE40N3J,Enlarge,600,4,0.84,70,,175,DFN33A,Single,,Yes,image/diodes/standard-recovery/98541.png
SE40ND,Enlarge,200,4,0.86,60,,175,DFN3820A,Single,,Yes,image/diodes/standard-recovery/98369.png
SE40NG,Enlarge,400,4,0.86,60,,175,DFN3820A,Single,,Yes,image/diodes/standard-recovery/98369.png
SE40NJ,Enlarge,600,4,0.86,60,,175,DFN3820A,Single,,Yes,image/diodes/standard-recovery/98369.png
SE40PB,Enlarge,100,4,0.91,60,,175,SMPC (TO-277A),Single,,Yes,image/diodes/standard-recovery/87954.png
SE40PD,Enlarge,200,4,0.91,60,,175,SMPC (TO-277A),Single,,Yes,image/diodes/standard-recovery/87954.png
SE40PG,Enlarge,400,4,0.91,60,,175,SMPC (TO-277A),Single,,Yes,image/diodes/standard-recovery/87954.png
SE40PJ,Enlarge,600,4,0.91,60,,175,SMPC (TO-277A),Single,,Yes,image/diodes/standard-recovery/87954.png
SE40PWBC,Enlarge,100,2 x 2,0.92,36,,175,SlimDPAK (TO-252AE),Common cathode,,Yes,image/diodes/standard-recovery/87538.png
SE40PWDC,Enlarge,200,2 x 2,0.92,36,,175,SlimDPAK (TO-252AE),Common cathode,,Yes,image/diodes/standard-recovery/87538.png
SE40PWGC,Enlarge,400,2 x 2,0.92,36,,175,SlimDPAK (TO-252AE),Common cathode,,Yes,image/diodes/standard-recovery/87538.png
SE40PWJC,Enlarge,600,2 x 2,0.92,36,,175,SlimDPAK (TO-252AE),Common cathode,,Yes,image/diodes/standard-recovery/87538.png
SE50PAB,Enlarge,100,5,0.95,42,,175,SMPA (DO-221BC),Single,,Yes,image/diodes/standard-recovery/87703.png
SE50PAD,Enlarge,200,5,0.95,42,,175,SMPA (DO-221BC),Single,,Yes,image/diodes/standard-recovery/87703.png
SE50PAG,Enlarge,400,5,0.95,42,,175,SMPA (DO-221BC),Single,,Yes,image/diodes/standard-recovery/87703.png
SE50PAJ,Enlarge,600,5,0.95,42,,175,SMPA (DO-221BC),Single,,Yes,image/diodes/standard-recovery/87703.png
SE60N3D,Enlarge,200,6,0.88,80,,175,DFN33A,Single,,Yes,image/diodes/standard-recovery/98542.png
SE60N3G,Enlarge,400,6,0.88,80,,175,DFN33A,Single,,Yes,image/diodes/standard-recovery/98542.png
SE60N3J,Enlarge,600,6,0.88,80,,175,DFN33A,Single,,Yes,image/diodes/standard-recovery/98542.png
SE60PWBC,Enlarge,100,2 x 3,0.94,42,,175,SlimDPAK (TO-252AE),Common cathode,,Yes,image/diodes/standard-recovery/87533.png
SE60PWDC,Enlarge,200,2 x 3,0.94,42,,175,SlimDPAK (TO-252AE),Common cathode,,Yes,image/diodes/standard-recovery/87533.png
SE60PWGC,Enlarge,400,2 x 3,0.94,42,,175,SlimDPAK (TO-252AE),Common cathode,,Yes,image/diodes/standard-recovery/87533.png
SE60PWJC,Enlarge,600,2 x 3,0.94,42,,175,SlimDPAK (TO-252AE),Common cathode,,Yes,image/diodes/standard-recovery/87533.png
SE70PB,Enlarge,100 to 600,7,0.87,120,,175,SMPC (TO-277A),Single,,Yes,image/diodes/standard-recovery/87955.png
SE70PD,Enlarge,100 to 600,7,0.87,120,,175,SMPC (TO-277A),Single,,Yes,image/diodes/standard-recovery/87955.png
SE70PG,Enlarge,100 to 600,7,0.87,120,,175,SMPC (TO-277A),Single,,Yes,image/diodes/standard-recovery/87955.png
SE70PJ,Enlarge,100 to 600,7,0.87,120,,175,SMPC (TO-277A),Single,,Yes,image/diodes/standard-recovery/87955.png
SE80PWB,Enlarge,100,8,0.92,110,,175,SlimDPAK (TO-252AE),Single,,Yes,image/diodes/standard-recovery/87508.png
SE80PWD,Enlarge,200,8,0.92,110,,175,SlimDPAK (TO-252AE),Single,,Yes,image/diodes/standard-recovery/87508.png
SE80PWG,Enlarge,400,8,0.92,110,,175,SlimDPAK (TO-252AE),Single,,Yes,image/diodes/standard-recovery/87508.png
SE80PWJ,Enlarge,600,8,0.92,110,,175,SlimDPAK (TO-252AE),Single,,Yes,image/diodes/standard-recovery/87508.png
SE80PWTG,Enlarge,400,8,0.92,110,,175,SlimDPAK 2L,Single,,Yes,image/diodes/standard-recovery/98189.png
SE80PWTJ,Enlarge,600,8,0.92,110,,175,SlimDPAK 2L,Single,,Yes,image/diodes/standard-recovery/98189.png
SE80PWTLG,Enlarge,400,8,0.79,130,,175,SlimDPAK 2L,Single,,Yes,image/diodes/standard-recovery/98397.png
SE80PWTLJ,Enlarge,600,8,0.79,130,,175,SlimDPAK 2L,Single,,Yes,image/diodes/standard-recovery/98397.png
SE8D20D,Enlarge,200 to 600,2,0.86,35,,175,SlimSMAW (DO-221AD),Single,,Yes,image/diodes/standard-recovery/98269.png
SE8D20G,Enlarge,200 to 600,2,0.86,35,,175,SlimSMAW (DO-221AD),Single,,Yes,image/diodes/standard-recovery/98269.png
SE8D20J,Enlarge,200 to 600,2,0.86,35,,175,SlimSMAW (DO-221AD),Single,,Yes,image/diodes/standard-recovery/98269.png
SE8D30D,Enlarge,200 to 600,3,0.86,40,,175,SlimSMAW (DO-221AD),Single,,Yes,image/diodes/standard-recovery/98270.png
SE8D30G,Enlarge,200 to 600,3,0.86,40,,175,SlimSMAW (DO-221AD),Single,,Yes,image/diodes/standard-recovery/98270.png
SE8D30J,Enlarge,200 to 600,3,0.86,40,,175,SlimSMAW (DO-221AD),Single,,Yes,image/diodes/standard-recovery/98270.png
SEG10FG,Enlarge,400,1,0.83,25,,175,SMF (DO-219AB),Single,,Yes,image/diodes/standard-recovery/98193.png
SEP4512,Enlarge,1200,2 x 45,1.14,480,,175,TO-247AD 3L,Phase leg,,Yes,image/diodes/standard-recovery/98365.png
VS-10ETF0...-M3 Series,Enlarge,"200, 400, 600",10,1.2,130,50,150,TO-220AC 2L,Single,0.6,No,image/diodes/standard-recovery/96210.png
"VS-10ETF02FP-M3, VS-10ETF04FP-M3, VS-10ETF06FP-M3",Enlarge,"200, 400, 600",10,1.2,160,50,150,TO-220 FullPAK 2L,Single,0.5,No,image/diodes/standard-recovery/96293.png
"VS-10ETF02S-M3, VS-10ETF04S-M3, VS-10ETF06S-M3 Series",Enlarge,"200, 400, 600",10,1.2,140,50,150,D2PAK (TO-263AB),Single,0.6,No,image/diodes/standard-recovery/94884.png
VS-10ETF06SLHM3,Enlarge,600,10,1.2,,50,150,D2PAK (TO-263AB),Single,0.6,Yes,image/diodes/standard-recovery/96485.png
VS-10ETF06THM3,Enlarge,600,10,1.2,,,150,2L TO-220AC,Single,0.6,Yes,image/diodes/standard-recovery/96539.png
VS-10ETF1...-M3 Series,Enlarge,"1000, 1200",10,1.33,140,80,150,TO-220AC 2L,Single,0.6,No,image/diodes/standard-recovery/96211.png
"VS-10ETF10FP-M3, VS-10ETF12FP-M3",Enlarge,"1000, 1200",10,1.33,140,80,150,TO-220 FullPAK 2L,Single,0.6,No,image/diodes/standard-recovery/96294.png
"VS-10ETF10S-M3, VS-10ETF12S-M3 Series",Enlarge,"1000, 1200",10,1.33,155,80,150,D2PAK (TO-263AB),Single,0.6,No,image/diodes/standard-recovery/94885.png
VS-10ETF12SLHM3,Enlarge,1200,10,1.33,,80,150,D2PAK (TO-263AB),Single,0.6,Yes,image/diodes/standard-recovery/96486.png
VS-10ETF12THM3,Enlarge,1200,10,1.33,,,150,2L TO-220AC,Single,0.6,Yes,image/diodes/standard-recovery/96540.png
VS-10ETS...-M3 Series,Enlarge,800 - 1200,10,1.1,,,150,TO-220AC 2L,Single,,No,image/diodes/standard-recovery/96212.png
VS-10ETS08FP-M3,Enlarge,800 - 1200,10,1.1,,,150,TO-220 FullPAK 2L,Single,,No,image/diodes/standard-recovery/96295.png
VS-10ETS08S-M3,Enlarge,800,10,1.1,,,150,D2PAK (TO-263AB),Single,,No,image/diodes/standard-recovery/94888.png
VS-10ETS10S-M3,Enlarge,1000,10,1.1,,,150,D2PAK (TO-263AB),Single,,No,image/diodes/standard-recovery/94888.png
VS-10ETS12FP-M3,Enlarge,800 - 1200,10,1.1,,,150,TO-220 FullPAK 2L,Single,,No,image/diodes/standard-recovery/96295.png
VS-10ETS12S-M3 Series,Enlarge,1200,10,1.1,,,150,D2PAK (TO-263AB),Single,,No,image/diodes/standard-recovery/94888.png
VS-10ETS12SLHM3,Enlarge,1200,10,1.1,,,150,D2PAK (TO-263AB),Single,,Yes,image/diodes/standard-recovery/96484.png
VS-10ETS12THM3,Enlarge,1200,10,1.1,,,150,TO-220AC 2L,Single,,Yes,image/diodes/standard-recovery/96537.png
VS-20ATS..-M3,Enlarge,800 1200,20,1.1,,,150,TO-220AB 3L,Common anode,,No,image/diodes/standard-recovery/96244.png
VS-20ATS12HM3,Enlarge,1200,20,1.1,,,150,3L TO-220AB,Single,,Yes,image/diodes/standard-recovery/96523.png
VS-20ETF...-M3 Series,Enlarge,"200, 400, 600",20,1.3,300,60,150,TO-220AC 2L,Single,0.6,No,image/diodes/standard-recovery/96213.png
VS-20ETF...-M3 Series,Enlarge,"800, 1000, 1200",20,1.31,320,95,150,TO-220AC 2L,Single,0.6,No,image/diodes/standard-recovery/96214.png
"VS-20ETF02FP-M3, VS-20ETF04FP-M3, VS-20ETF06FP-M3",Enlarge,"200, 400, 600",20,1.3,300,60,150,TO-220 FullPAK 2L,Single,0.6,No,image/diodes/standard-recovery/96296.png
"VS-20ETF02S-M3, VS-20ETF04S-M3, VS-20ETF06S-M3 Series",Enlarge,"200, 400, 600",20,1.3,300,60,150,D2PAK (TO-263AB),Single,0.6,No,image/diodes/standard-recovery/94886.png
VS-20ETF06SLHM3,Enlarge,600,20,1.3,,60,150,D2PAK (TO-263AB),Single,0.6,Yes,image/diodes/standard-recovery/96119.png
VS-20ETF06THM3,Enlarge,600,20,1.3,,,150,2L TO-220AC,Single,0.6,Yes,image/diodes/standard-recovery/96534.png
"VS-20ETF08S-M3, VS-20ETF10S-M3, VS-20ETF12S-M3 Series",Enlarge,"800, 1000, 1200",20,1.31,355,95,150,D2PAK (TO-263AB),Single,0.6,No,image/diodes/standard-recovery/94887.png
"VS-20ETF10FP-M3, VS-20ETF12FP-M3",Enlarge,"1000, 1200",20,1.31,320,95,150,TO-220 FullPAK 2L,Single,0.6,No,image/diodes/standard-recovery/96297.png
VS-20ETF12SLHM3,Enlarge,1200,20,1.31,355,95,150,D2PAK (TO-263AB),Single,0.6,Yes,image/diodes/standard-recovery/96487.png
VS-20ETF12THM3,Enlarge,1200,20,1.31,320,95,150,TO-220AC 2L,Single,0.6,Yes,image/diodes/standard-recovery/96535.png
VS-20ETS..-M3,Enlarge,800 1200,20,1.1,,,150,TO-220AC 2L,Single,,No,image/diodes/standard-recovery/96244.png
VS-20ETS08FP-M3,Enlarge,800,20,1.1,,,150,TO-220 FullPAK 2L,Single,,No,image/diodes/standard-recovery/96298.png
VS-20ETS08S-M3,Enlarge,800,20,1.1,,,150,D2PAK (TO-263AB),Single,,No,image/diodes/standard-recovery/94889.png
VS-20ETS12FP-M3,Enlarge,1200,20,1.1,,,150,TO-220 FullPAK 2L,Single,,No,image/diodes/standard-recovery/96298.png
VS-20ETS12S-M3 Series,Enlarge,1200,20,1.1,,,150,D2PAK (TO-263AB),Single,,No,image/diodes/standard-recovery/94889.png
VS-20ETS12THM3,Enlarge,1200,20,1.1,,,150,2L TO-220AC,Single,,Yes,image/diodes/standard-recovery/96523.png
VS-20ETS16-M3,Enlarge,1600,20,1.1,,,150,TO-220AC 2L,Single,,No,image/diodes/standard-recovery/93405.png
VS-20ETS16THM3,Enlarge,1600,20,1.1,,,150,2L TO-220AC,Single,,Yes,image/diodes/standard-recovery/96536.png
VS-25ETS08S-M3,Enlarge,800,25,1.14,,,150,D2PAK (TO-263AB),Single,,No,image/diodes/standard-recovery/94890.png
VS-25ETS10S-M3,Enlarge,1000,25,1.14,,,150,D2PAK (TO-263AB),Single,,No,image/diodes/standard-recovery/94890.png
VS-25ETS12S-M3 Series,Enlarge,1200,25,1.14,,,150,D2PAK (TO-263AB),Single,,No,image/diodes/standard-recovery/94890.png
VS-25ETS12SLHM3,Enlarge,1200,25,1.14,,,175,D2PAK (TO-263AB),Single,,Yes,image/diodes/standard-recovery/96975.png
VS-30.PF0.-M3 Series,Enlarge,"200, 400, 600",30,1.41,320,60,150,TO-247AC 2L,Single,0.6,No,image/diodes/standard-recovery/93693.png
VS-30.PF0.-M3 Series,Enlarge,"200, 400, 600",30,1.41,320,60,150,TO-247AC 3L,Single,0.6,No,image/diodes/standard-recovery/93693.png
VS-30.PF1.-M3 Series,Enlarge,"1000, 1200",30,1.41,350,95,150,TO-247AC 2L,Single,0.6,No,image/diodes/standard-recovery/93705.png
VS-30.PF1.-M3 Series,Enlarge,"1000, 1200",30,1.41,350,95,150,TO-247AC 3L,Single,0.6,No,image/diodes/standard-recovery/93705.png
VS-30ETS12S2L-M3,Enlarge,1200,30,1.20,,,175,D2PAK 2L (TO-263AB 2L),Single,,No,image/diodes/standard-recovery/97033.png
VS-30ETS12S2LHM3,Enlarge,1200,30,1.20,,,175,D2PAK 2L (TO-263AB 2L),Single,,Yes,image/diodes/standard-recovery/96954.png
"VS-35EPF06L-M3, VS-35APF06L-M3",Enlarge,600,35,1.27,320,60,150,TO-247AD 2L,Single,0.6,No,image/diodes/standard-recovery/95995.png
"VS-35EPF06L-M3, VS-35APF06L-M3",Enlarge,600,35,1.27,320,60,150,TO-247AD 3L,Single,0.6,No,image/diodes/standard-recovery/95995.png
"VS-35EPF06LHM3, VS-35APF06LHM3",Enlarge,600,35,1.27,,60,150,TO-247AD 2L,Single,0.6,Yes,image/diodes/standard-recovery/96494.png
"VS-35EPF06LHM3, VS-35APF06LHM3",Enlarge,600,35,1.27,,60,150,TO-247AD 3L,Single,0.6,Yes,image/diodes/standard-recovery/96494.png
"VS-35EPF12L-M3, VS-35APF12L-M3",Enlarge,1200,35,1.27,350,95,150,TO-247AD 2L,Single,0.6,No,image/diodes/standard-recovery/95996.png
"VS-35EPF12L-M3, VS-35APF12L-M3",Enlarge,1200,35,1.27,350,95,150,TO-247AD 3L,Single,0.6,No,image/diodes/standard-recovery/95996.png
"VS-35EPF12LHM3, VS-35APF12LHM3",Enlarge,1200,35,1.27,,95,150,TO-247AD 2L,Single,0.6,Yes,image/diodes/standard-recovery/96492.png
"VS-35EPF12LHM3, VS-35APF12LHM3",Enlarge,1200,35,1.27,,95,150,TO-247AD 3L,Single,0.6,Yes,image/diodes/standard-recovery/96492.png
VS-40APS16-M3,Enlarge,1600,40,1.14,,,150,TO-247AC 3L,Single,,No,image/diodes/standard-recovery/94344.png
VS-40EPF0.-M3 Series,Enlarge,"200, 400, 600",40,1.25,475,60,150,TO-247AC 2L,Single,0.5,No,image/diodes/standard-recovery/94102.png
VS-40EPF1.-M3 Series,Enlarge,"1000, 1200",40,1.4,475,95,150,TO-247AC 2L,Single,0.5,No,image/diodes/standard-recovery/94103.png
VS-40EPF1.-M3 Series,Enlarge,"1000, 1200",40,1.4,475,95,150,TO-247AC 3L,Single,0.5,No,image/diodes/standard-recovery/94103.png
VS-40EPS..-M3 Series,Enlarge,800 - 1200,40,1.1,,,150,TO-247AC 2L,Single,,No,image/diodes/standard-recovery/94343.png
VS-40EPS16-M3,Enlarge,1600,40,1.14,,,150,TO-247AC 2L,Single,,No,image/diodes/standard-recovery/94344.png
VS-45APS..L-M3,Enlarge,1200,45,1.14,,,150,TO-247AD 3L,Single,,Yes,image/diodes/standard-recovery/96335.png
VS-45APS12LHM3,Enlarge,1200,45,1.14,,,150,TO-247AD 3L,Single,,Yes,image/diodes/standard-recovery/96128.png
VS-45APS16L-M3,Enlarge,1600,45,1.16,,,150,TO-247AD 3L,Single,,Yes,image/diodes/standard-recovery/96478.png
VS-45APS16LHM3,Enlarge,1600,45,1.16,,,150,TO-247AD 3L,Single,,Yes,image/diodes/standard-recovery/96450.png
"VS-45EPF06L-M3, VS-45APF06L-M3",Enlarge,600,45,1.31,550,60,150,TO-247AD 2L,Single,0.5,No,image/diodes/standard-recovery/95999.png
"VS-45EPF06L-M3, VS-45APF06L-M3",Enlarge,600,45,1.31,550,60,150,TO-247AD 3L,Single,0.5,No,image/diodes/standard-recovery/95999.png
"VS-45EPF06LHM3, VS-45APF06LHM3",Enlarge,600,45,1.31,,60,150,TO-247AD 2L,Single,0.5,Yes,image/diodes/standard-recovery/96499.png
"VS-45EPF06LHM3, VS-45APF06LHM3",Enlarge,600,45,1.31,,60,150,TO-247AD 3L,Single,0.5,Yes,image/diodes/standard-recovery/96499.png
"VS-45EPF12L-M3, VS-45APF12L-M3",Enlarge,1200,45,1.44,550,95,150,TO-247AD 2L,Single,0.5,No,image/diodes/standard-recovery/95935.png
"VS-45EPF12L-M3, VS-45APF12L-M3",Enlarge,1200,45,1.44,550,95,150,TO-247AD 3L,Single,0.5,No,image/diodes/standard-recovery/95935.png
"VS-45EPF12LHM3, VS-45APF12LHM3",Enlarge,1200,45,1.44,,95,150,TO-247AD 2L,Single,0.5,Yes,image/diodes/standard-recovery/96500.png
"VS-45EPF12LHM3, VS-45APF12LHM3",Enlarge,1200,45,1.44,,95,150,TO-247AD 3L,Single,0.5,Yes,image/diodes/standard-recovery/96500.png
VS-45EPS..L-M3,Enlarge,800,45,1.14,,,150,TO-247AD 2L,Single,,Yes,image/diodes/standard-recovery/96335.png
VS-45EPS12LHM3,Enlarge,1200,45,1.14,,,150,TO-247AD 2L,Single,,Yes,image/diodes/standard-recovery/96128.png
VS-45EPS16L-M3,Enlarge,1600,45,1.16,,,150,TO-247AD 2L,Single,,Yes,image/diodes/standard-recovery/96478.png
VS-45EPS16LHM3,Enlarge,1600,45,1.16,,,150,TO-247AD 2L,Single,,Yes,image/diodes/standard-recovery/96450.png
VS-60.PF0.-M3 Series,Enlarge,"200, 400, 600",60,1.3,830,70,150,TO-247AC 2L,Single,0.5,No,image/diodes/standard-recovery/93710.png
VS-60.PF0.-M3 Series,Enlarge,"200, 400, 600",60,1.3,830,70,150,TO-247AC 3L,Single,0.5,No,image/diodes/standard-recovery/93710.png
VS-60.PF1.-M3 Series,Enlarge,"1000, 1200",60,1.4,830,95,150,TO-247AC 2L,Single,0.6,No,image/diodes/standard-recovery/93721.png
VS-60.PF1.-M3 Series,Enlarge,"1000, 1200",60,1.4,830,95,150,TO-247AC 3L,Single,0.6,No,image/diodes/standard-recovery/93721.png
VS-60EPS..-M3 Series,Enlarge,800 - 1200,60,1.09,,,150,TO-247AC 2L,Single,,No,image/diodes/standard-recovery/94345.png
VS-60EPS16-M3,Enlarge,1600,60,1.15,,,150,TO-247AC 2L,Single,,No,image/diodes/standard-recovery/94346.png
VS-65APS..L-M3,Enlarge,1200,65,1.12,,,150,TO-247AD 3L,Single,,Yes,image/diodes/standard-recovery/95998.png
VS-65APS12LHM3,Enlarge,1200,65,1.12,,,150,TO-247AD 3L,Single,,Yes,image/diodes/standard-recovery/96107.png
VS-65APS16L-M3,Enlarge,1600,65,1.17,,,150,TO-247AD 3L,Single,,Yes,image/diodes/standard-recovery/93393.png
VS-65APS16LHM3,Enlarge,1600,65,1.17,,,150,TO-247AD 3L,Single,,Yes,image/diodes/standard-recovery/96475.png
"VS-65EPF06L-M3, VS-65APF06L-M3",Enlarge,600,65,1.32,830,70,150,TO-247AD 2L,Single,0.5,No,image/diodes/standard-recovery/95652.png
"VS-65EPF06L-M3, VS-65APF06L-M3",Enlarge,600,65,1.32,830,70,150,TO-247AD 3L,Single,0.5,No,image/diodes/standard-recovery/95652.png
"VS-65EPF06LHM3, VS-65APF06LHM3",Enlarge,600,65,1.32,,70,150,TO-247AD 2L,Single,0.5,Yes,image/diodes/standard-recovery/96498.png
"VS-65EPF06LHM3, VS-65APF06LHM3",Enlarge,600,65,1.32,,70,150,TO-247AD 3L,Single,0.5,Yes,image/diodes/standard-recovery/96498.png
"VS-65EPF12L-M3, VS-65APF12L-M3",Enlarge,1200,65,1.42,830,95,150,TO-247AD 2L,Single,0.6,No,image/diodes/standard-recovery/95653.png
"VS-65EPF12L-M3, VS-65APF12L-M3",Enlarge,1200,65,1.42,830,95,150,TO-247AD 3L,Single,0.6,No,image/diodes/standard-recovery/95653.png
"VS-65EPF12LHM3, VS-65APF12LHM3",Enlarge,1200,65,1.42,,95,150,TO-247AD 2L,Single,0.6,Yes,image/diodes/standard-recovery/96497.png
"VS-65EPF12LHM3, VS-65APF12LHM3",Enlarge,1200,65,1.42,,95,150,TO-247AD 3L,Single,0.6,Yes,image/diodes/standard-recovery/96497.png
VS-65EPS..L-M3,Enlarge,800,65,1.12,,,150,TO-247AD 2L,Single,,Yes,image/diodes/standard-recovery/95998.png
VS-65EPS12LHM3,Enlarge,1200,65,1.12,,,150,TO-247AD 2L,Single,,Yes,image/diodes/standard-recovery/96107.png
VS-65EPS16L-M3,Enlarge,1600,65,1.17,,,150,TO-247AD 2L,Single,,Yes,image/diodes/standard-recovery/93393.png
VS-65EPS16LHM3,Enlarge,1600,65,1.17,,,150,TO-247AD 2L,Single,,Yes,image/diodes/standard-recovery/96475.png
VS-80APF0..-M3 Series,Enlarge,"200, 400, 600",80,1.25,1000,70,150,TO-247AC 3L,Single,0.5,No,image/diodes/standard-recovery/93722.png
VS-80APF1.-M3 Series,Enlarge,"1000, 1200",80,1.35,1250,90,150,TO-247AC 3L,Single,0.5,No,image/diodes/standard-recovery/93725.png
