Series▲▼,Product Image,Part Number▲▼,VzMin.(V)▲▼,VzMax.(V)▲▼,VzNom.(V)▲▼,Izt(mA)▲▼,Ptot(mW)▲▼,Package (JEDEC®) Code▲▼,VzSpecification▲▼,AEC-Q101Qualified▲▼,Image path
SMZJ3788B thru SMZJ3809B,Enlarge,SMZJ3792B,9.1,68,13,28.8,1500,SMB (DO-214AA),Pulse current,Yes,image/diodes/zener-stabilizers/88402.png
SMZJ3788B thru SMZJ3809B,Enlarge,SMZJ3793B,9.1,68,15,25,1500,SMB (DO-214AA),Pulse current,Yes,image/diodes/zener-stabilizers/88402.png
SMZJ3788B thru SMZJ3809B,Enlarge,SMZJ3794B,9.1,68,16,23.4,1500,SMB (DO-214AA),Pulse current,Yes,image/diodes/zener-stabilizers/88402.png
SMZJ3788B thru SMZJ3809B,Enlarge,SMZJ3795B,9.1,68,18,20.8,1500,SMB (DO-214AA),Pulse current,Yes,image/diodes/zener-stabilizers/88402.png
SMZJ3788B thru SMZJ3809B,Enlarge,SMZJ3796B,9.1,68,20,18.7,1500,SMB (DO-214AA),Pulse current,Yes,image/diodes/zener-stabilizers/88402.png
SMZJ3788B thru SMZJ3809B,Enlarge,SMZJ3797B,9.1,68,22,17,1500,SMB (DO-214AA),Pulse current,Yes,image/diodes/zener-stabilizers/88402.png
SMZJ3788B thru SMZJ3809B,Enlarge,SMZJ3798B,9.1,68,24,15.6,1500,SMB (DO-214AA),Pulse current,Yes,image/diodes/zener-stabilizers/88402.png
SMZJ3788B thru SMZJ3809B,Enlarge,SMZJ3799B,9.1,68,27,13.9,1500,SMB (DO-214AA),Pulse current,Yes,image/diodes/zener-stabilizers/88402.png
SMZJ3788B thru SMZJ3809B,Enlarge,SMZJ3800B,9.1,68,30,12.5,1500,SMB (DO-214AA),Pulse current,Yes,image/diodes/zener-stabilizers/88402.png
SMZJ3788B thru SMZJ3809B,Enlarge,SMZJ3801B,9.1,68,33,11.4,1500,SMB (DO-214AA),Pulse current,Yes,image/diodes/zener-stabilizers/88402.png
SMZJ3788B thru SMZJ3809B,Enlarge,SMZJ3802B,9.1,68,36,10.4,1500,SMB (DO-214AA),Pulse current,Yes,image/diodes/zener-stabilizers/88402.png
SMZJ3788B thru SMZJ3809B,Enlarge,SMZJ3803B,9.1,68,39,9.6,1500,SMB (DO-214AA),Pulse current,Yes,image/diodes/zener-stabilizers/88402.png
SMZJ3788B thru SMZJ3809B,Enlarge,SMZJ3804B,9.1,68,43,8.7,1500,SMB (DO-214AA),Pulse current,Yes,image/diodes/zener-stabilizers/88402.png
SMZJ3788B thru SMZJ3809B,Enlarge,SMZJ3805B,9.1,68,47,8,1500,SMB (DO-214AA),Pulse current,Yes,image/diodes/zener-stabilizers/88402.png
SMZJ3788B thru SMZJ3809B,Enlarge,SMZJ3806B,9.1,68,51,7.3,1500,SMB (DO-214AA),Pulse current,Yes,image/diodes/zener-stabilizers/88402.png
SMZJ3788B thru SMZJ3809B,Enlarge,SMZJ3807B,9.1,68,56,6.7,1500,SMB (DO-214AA),Pulse current,Yes,image/diodes/zener-stabilizers/88402.png
SMZJ3788B thru SMZJ3809B,Enlarge,SMZJ3808B,9.1,68,62,6,1500,SMB (DO-214AA),Pulse current,Yes,image/diodes/zener-stabilizers/88402.png
SMZJ3788B thru SMZJ3809B,Enlarge,SMZJ3809B,9.1,68,68,5.5,1500,SMB (DO-214AA),Pulse current,Yes,image/diodes/zener-stabilizers/88402.png
TLZ-Series,Enlarge,TLZ2V4A,2.4,56,2.4,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ2V4B,2.4,56,2.4,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ2V7A,2.4,56,2.7,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ2V7B,2.4,56,2.7,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ3V0A,2.4,56,3,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ3V0B,2.4,56,3,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ3V3A,2.4,56,3.3,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ3V3B,2.4,56,3.3,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ3V6A,2.4,56,3.6,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ3V6B,2.4,56,3.6,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ3V9A,2.4,56,3.9,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ3V9B,2.4,56,3.9,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ4V3A,2.4,56,4.3,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ4V3B,2.4,56,4.3,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ4V3C,2.4,56,4.3,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ4V7A,2.4,56,4.7,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ4V7B,2.4,56,4.7,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ4V7C,2.4,56,4.7,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ5V1A,2.4,56,5.1,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ5V1B,2.4,56,5.1,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ5V1C,2.4,56,5.1,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ5V6A,2.4,56,5.6,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ5V6B,2.4,56,5.6,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ5V6C,2.4,56,5.6,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ6V2A,2.4,56,6.2,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ6V2B,2.4,56,6.2,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ6V2C,2.4,56,6.2,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ6V8A,2.4,56,6.8,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ6V8B,2.4,56,6.8,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ6V8C,2.4,56,6.8,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ7V5A,2.4,56,7.5,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ7V5B,2.4,56,7.5,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ7V5C,2.4,56,7.5,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ8V2A,2.4,56,8.2,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ8V2B,2.4,56,8.2,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ8V2C,2.4,56,8.2,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ9V1A,2.4,56,9.1,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ9V1B,2.4,56,9.1,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ9V1C,2.4,56,9.1,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ10A,2.4,56,10,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ10B,2.4,56,10,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ10C,2.4,56,10,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ10D,2.4,56,10,20,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ11A,2.4,56,11,10,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ11B,2.4,56,11,10,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ11C,2.4,56,11,10,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ12A,2.4,56,12,10,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ12B,2.4,56,12,10,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ12C,2.4,56,12,10,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ13A,2.4,56,13,10,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ13B,2.4,56,13,10,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ13C,2.4,56,13,10,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ15A,2.4,56,15,10,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ15B,2.4,56,15,10,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ15C,2.4,56,15,10,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ16A,2.4,56,16,10,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ16B,2.4,56,16,10,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ16C,2.4,56,16,10,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ18A,2.4,56,18,10,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ18B,2.4,56,18,10,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ18C,2.4,56,18,10,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ20A,2.4,56,20,10,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ20B,2.4,56,20,10,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ20C,2.4,56,20,10,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ20D,2.4,56,20,10,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ22A,2.4,56,22,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ22B,2.4,56,22,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ22C,2.4,56,22,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ22D,2.4,56,22,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ24A,2.4,56,24,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ24B,2.4,56,24,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ24C,2.4,56,24,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ24D,2.4,56,24,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ27A,2.4,56,27,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ27B,2.4,56,27,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ27C,2.4,56,27,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ27D,2.4,56,27,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ30A,2.4,56,30,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ30B,2.4,56,30,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ30C,2.4,56,30,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ30D,2.4,56,30,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ33A,2.4,56,33,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ33B,2.4,56,33,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ33C,2.4,56,33,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ33D,2.4,56,33,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ36A,2.4,56,36,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ36B,2.4,56,36,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ36C,2.4,56,36,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ36D,2.4,56,36,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ39A,2.4,56,39,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ39B,2.4,56,39,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ39C,2.4,56,39,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ39D,2.4,56,39,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ39E,2.4,56,39,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ39F,2.4,56,39,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ39G,2.4,56,39,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ43,2.4,56,43,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ47,2.4,56,47,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ51,2.4,56,51,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TLZ-Series,Enlarge,TLZ56,2.4,56,56,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/85635.png
TZM-Series,Enlarge,TZMC2V4,2.4,75,2.4,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC2V7,2.4,75,2.7,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC3V0,2.4,75,3,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC3V3,2.4,75,3.3,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC3V6,2.4,75,3.6,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC3V9,2.4,75,3.9,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC4V3,2.4,75,4.3,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC4V7,2.4,75,4.7,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC5V1,2.4,75,5.1,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC5V6,2.4,75,5.6,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC6V2,2.4,75,6.2,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC6V8,2.4,75,6.8,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC7V5,2.4,75,7.5,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC8V2,2.4,75,8.2,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC9V1,2.4,75,9.1,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC10,2.4,75,10,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC11,2.4,75,11,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC12,2.4,75,12,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC13,2.4,75,13,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC15,2.4,75,15,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC16,2.4,75,16,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC18,2.4,75,18,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC20,2.4,75,20,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC22,2.4,75,22,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC24,2.4,75,24,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC27,2.4,75,27,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC30,2.4,75,30,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC33,2.4,75,33,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC36,2.4,75,36,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC39,2.4,75,39,2.5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC43,2.4,75,43,2.5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC47,2.4,75,47,2.5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC51,2.4,75,51,2.5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC56,2.4,75,56,2.5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC62,2.4,75,62,2.5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC68,2.4,75,68,2.5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMC75,2.4,75,75,2.5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB2V4,2.4,75,2.4,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB2V7,2.4,75,2.7,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB3V0,2.4,75,3,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB3V3,2.4,75,3.3,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB3V6,2.4,75,3.6,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB3V9,2.4,75,3.9,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB4V3,2.4,75,4.3,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB4V7,2.4,75,4.7,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB5V1,2.4,75,5.1,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB5V6,2.4,75,5.6,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB6V2,2.4,75,6.2,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB6V8,2.4,75,6.8,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB7V5,2.4,75,7.5,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB8V2,2.4,75,8.2,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB9V1,2.4,75,9.1,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB10,2.4,75,10,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB11,2.4,75,11,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB12,2.4,75,12,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB13,2.4,75,13,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB15,2.4,75,15,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB16,2.4,75,16,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB18,2.4,75,18,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB20,2.4,75,20,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB22,2.4,75,22,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB24,2.4,75,24,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
TZM-Series,Enlarge,TZMB27,2.4,75,27,5,500,MiniMELF (SOD-80),Pulse current,No,image/diodes/zener-stabilizers/84122.png
