Series▲▼,Product Image,Part Number▲▼,VzMin.(V)▲▼,VzMax.(V)▲▼,VzNom.(V)▲▼,Izt(mA)▲▼,Ptot(mW)▲▼,Package (JEDEC®) Code▲▼,VzSpecification▲▼,AEC-Q101Qualified▲▼,Image path
AZ23-G Series,Enlarge,AZ23C7V5-G,2.2,75,7.5,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23C8V2-G,2.2,75,8.2,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23C9V1-G,2.2,75,9.1,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23C10-G,2.2,75,10,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23C11-G,2.2,75,11,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23C12-G,2.2,75,12,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23C13-G,2.2,75,13,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23C15-G,2.2,75,15,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23C16-G,2.2,75,16,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23C18-G,2.2,75,18,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23C20-G,2.2,75,20,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23C22-G,2.2,75,22,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23C24-G,2.2,75,24,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23C27-G,2.2,75,27,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23C30-G,2.2,75,30,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23C33-G,2.2,75,33,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23C36-G,2.2,75,36,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23C39-G,2.2,75,39,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23C43-G,2.2,75,43,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23C47-G,2.2,75,47,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23C51-G,2.2,75,51,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23C56-G,2.2,75,56,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23C62-G,2.2,75,62,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23C68-G,2.2,75,68,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23C75-G,2.2,75,75,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B2V2-G,2.2,75,2.2,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B2V4-G,2.2,75,2.4,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B2V7-G,2.2,75,2.7,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B3V0-G,2.2,75,3,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B3V3-G,2.2,75,3.3,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B3V6-G,2.2,75,3.6,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B3V9-G,2.2,75,3.9,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B4V3-G,2.2,75,4.3,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B4V7-G,2.2,75,4.7,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B5V1-G,2.2,75,5.1,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B5V6-G,2.2,75,5.6,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B6V2-G,2.2,75,6.2,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B6V8-G,2.2,75,6.8,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B7V5-G,2.2,75,7.5,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B8V2-G,2.2,75,8.2,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B9V1-G,2.2,75,9.1,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B10-G,2.2,75,10,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B11-G,2.2,75,11,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B12-G,2.2,75,12,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B13-G,2.2,75,13,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B15-G,2.2,75,15,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B16-G,2.2,75,16,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B18-G,2.2,75,18,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B20-G,2.2,75,20,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B22-G,2.2,75,22,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B24-G,2.2,75,24,5,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B27-G,2.2,75,27,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B30-G,2.2,75,30,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B33-G,2.2,75,33,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B36-G,2.2,75,36,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B39-G,2.2,75,39,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B43-G,2.2,75,43,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B47-G,2.2,75,47,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B51-G,2.2,75,51,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B56-G,2.2,75,56,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B62-G,2.2,75,62,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B68-G,2.2,75,68,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
AZ23-G Series,Enlarge,AZ23B75-G,2.2,75,75,2,500,SOT-23,Pulse current,Yes,image/diodes/zener-stabilizers/86339.png
BZD17 Series,Enlarge,BZD17C3V6P,3.6,200,3.6,100,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C3V9P,3.6,200,3.9,100,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C4V3P,3.6,200,4.3,100,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C4V7P,3.6,200,4.7,100,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C5V1P,3.6,200,5.1,100,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C5V6P,3.6,200,5.6,100,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C6V2P,3.6,200,6.2,100,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C6V8P,3.6,200,6.8,100,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C7V5P,3.6,200,7.5,100,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C8V2P,3.6,200,8.2,100,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C9V1P,3.6,200,9.1,50,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C10P,3.6,200,10,50,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C11P,3.6,200,11,50,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C12P,3.6,200,12,50,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C13P,3.6,200,13,50,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C15P,3.6,200,15,50,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C16P,3.6,200,16,25,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C18P,3.6,200,18,25,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C20P,3.6,200,20,25,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C22P,3.6,200,22,25,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C24P,3.6,200,24,25,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C27P,3.6,200,27,25,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C30P,3.6,200,30,25,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C33P,3.6,200,33,25,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C36P,3.6,200,36,10,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C39P,3.6,200,39,10,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C43P,3.6,200,43,10,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C47P,3.6,200,47,10,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C51P,3.6,200,51,10,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C56P,3.6,200,56,10,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C62P,3.6,200,62,10,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C68P,3.6,200,68,10,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C75P,3.6,200,75,10,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C82P,3.6,200,82,10,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C91P,3.6,200,91,5,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C100P,3.6,200,100,5,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C110P,3.6,200,110,5,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C120P,3.6,200,120,5,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C130P,3.6,200,130,5,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C150P,3.6,200,150,5,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C160P,3.6,200,160,5,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C180P,3.6,200,180,5,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17 Series,Enlarge,BZD17C200P,3.6,200,200,5,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85161.png
BZD17-M Series,Enlarge,BZD17C3V6P-M,3.6,200,3.6,100,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C3V9P-M,3.6,200,3.9,100,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C4V3P-M,3.6,200,4.3,100,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C4V7P-M,3.6,200,4.7,100,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C5V1P-M,3.6,200,5.1,100,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C5V6P-M,3.6,200,5.6,100,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C6V2P-M,3.6,200,6.2,100,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C6V8P-M,3.6,200,6.8,100,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C7V5P-M,3.6,200,7.5,100,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C8V2P-M,3.6,200,8.2,100,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C9V1P-M,3.6,200,9.1,50,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C10P-M,3.6,200,10,50,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C11P-M,3.6,200,11,50,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C12P-M,3.6,200,12,50,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C13P-M,3.6,200,13,50,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C15P-M,3.6,200,15,50,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C16P-M,3.6,200,16,25,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C18P-M,3.6,200,18,25,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C20P-M,3.6,200,20,25,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C22P-M,3.6,200,22,25,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C24P-M,3.6,200,24,25,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C27P-M,3.6,200,27,25,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C30P-M,3.6,200,30,25,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C33P-M,3.6,200,33,25,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C36P-M,3.6,200,36,10,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C39P-M,3.6,200,39,10,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C43P-M,3.6,200,43,10,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C47P-M,3.6,200,47,10,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C51P-M,3.6,200,51,10,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C56P-M,3.6,200,56,10,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C62P-M,3.6,200,62,10,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C68P-M,3.6,200,68,10,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C75P-M,3.6,200,75,10,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C82P-M,3.6,200,82,10,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C91P-M,3.6,200,91,5,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C100P-M,3.6,200,100,5,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C110P-M,3.6,200,110,5,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C120P-M,3.6,200,120,5,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C130P-M,3.6,200,130,5,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C150P-M,3.6,200,150,5,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C160P-M,3.6,200,160,5,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C180P-M,3.6,200,180,5,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD17-M Series,Enlarge,BZD17C200P-M,3.6,200,200,5,2300,SMF (DO-219AB),Pulse current,No,image/diodes/zener-stabilizers/85154.png
BZD27B Series,Enlarge,BZD27B3V6P,3.6,200,3.6,100,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B3V9P,3.6,200,3.9,100,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B4V3P,3.6,200,4.3,100,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B4V7P,3.6,200,4.7,100,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B5V1P,3.6,200,5.1,100,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B5V6P,3.6,200,5.6,100,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B6V2P,3.6,200,6.2,100,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B6V8P,3.6,200,6.8,100,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B7V5P,3.6,200,7.5,100,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B8V2P,3.6,200,8.2,100,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B9V1P,3.6,200,9.1,50,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B10P,3.6,200,10,50,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B11P,3.6,200,11,50,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B12P,3.6,200,12,50,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B13P,3.6,200,13,50,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B15P,3.6,200,15,50,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B16P,3.6,200,16,25,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B18P,3.6,200,18,25,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B20P,3.6,200,20,25,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B22P,3.6,200,22,25,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B24P,3.6,200,24,25,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B27P,3.6,200,27,25,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B30P,3.6,200,30,25,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B33P,3.6,200,33,25,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B36P,3.6,200,36,10,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B39P,3.6,200,39,10,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B43P,3.6,200,43,10,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B47P,3.6,200,47,10,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B51P,3.6,200,51,10,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B56P,3.6,200,56,10,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B62P,3.6,200,62,10,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B68P,3.6,200,68,10,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B75P,3.6,200,75,10,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
BZD27B Series,Enlarge,BZD27B82P,3.6,200,82,10,2300,SMF (DO-219AB),Pulse current,Yes,image/diodes/zener-stabilizers/85921.png
