Part Number▲▼,Product Image,Rev. Voltage(V)▲▼,IF(AV)(A)▲▼,VFat IF(V at A)▲▼,IFSM(A)▲▼,IRM(mA)▲▼,TJmax.(°C)▲▼,Package (JEDEC®) Code▲▼,Circuit Configuration▲▼,AEC-Q101Qualified▲▼,Image path
VS-20TQ040S-M3,Enlarge,40,20,0.51,1800,105 at 125 °C,150,D2PAK (TO-263AB),Single,No,image/diodes/schottky/94931.png
VS-20TQ040SHM3,Enlarge,40,20,0.51,1800,105 at 125 °C,150,D2PAK (TO-263AB),Single,Yes,image/diodes/schottky/96309.png
VS-20TQ040THN3,Enlarge,40,20,0.51,1800,105 at 125 °C,150,TO-220AC 2L,Single,Yes,image/diodes/schottky/96546.png
VS-20TQ045-M3,Enlarge,45,20,0.51,1800,105 at 125 °C,150,TO-220AC 2L,Single,No,image/diodes/schottky/96263.png
VS-20TQ045S-M3,Enlarge,45,20,0.51,1800,105 at 125 °C,150,D2PAK (TO-263AB),Single,No,image/diodes/schottky/94931.png
VS-20TQ045SHM3,Enlarge,45,20,0.51,1800,105 at 125 °C,150,D2PAK (TO-263AB),Single,Yes,image/diodes/schottky/96309.png
VS-20TQ045THN3,Enlarge,45,20,0.51,1800,105 at 125 °C,150,TO-220AC 2L,Single,Yes,image/diodes/schottky/96546.png
VS-25CTQ...-1-M3 Series,Enlarge,35,2 x 15,0.50,990,70 at 125 °C,150,TO-262AA,Common cathode,No,image/diodes/schottky/94930.png
VS-25CTQ...-1-M3 Series,Enlarge,40,2 x 15,0.50,990,70 at 125 °C,150,TO-262AA,Common cathode,No,image/diodes/schottky/94930.png
VS-25CTQ...-1-M3 Series,Enlarge,45,2 x 15,0.50,990,70 at 125 °C,150,TO-262AA,Common cathode,No,image/diodes/schottky/94930.png
VS-25CTQ...S-M3,Enlarge,35,2 x 15,0.50,990,70 at 125 °C,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94930.png
VS-25CTQ...S-M3,Enlarge,40,2 x 15,0.50,990,70 at 125 °C,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94930.png
VS-25CTQ...S-M3,Enlarge,45,2 x 15,0.50,990,70 at 125 °C,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94930.png
VS-25CTQ035-M3,Enlarge,25,2 x 15,0.50,990,70 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96274.png
VS-25CTQ040-M3,Enlarge,40,2 x 15,0.50,990,70 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96274.png
VS-25CTQ045-M3,Enlarge,45,2 x 15,0.50,990,70 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96274.png
VS-25CTQ045SLHM3,Enlarge,45,2 x 15,0.50,990,70 at 125 °C,150,D2PAK (TO-263AB),Common cathode,Yes,image/diodes/schottky/96847.png
VS-25CTQ045SLHM3,Enlarge,35,2 x 15,0.50,990,70 at 125 °C,150,D2PAK (TO-263AB),Common cathode,Yes,image/diodes/schottky/96847.png
VS-25CTQ045SLHM3,Enlarge,40,2 x 15,0.50,990,70 at 125 °C,150,D2PAK (TO-263AB),Common cathode,Yes,image/diodes/schottky/96847.png
VS-30BQ015-M3,Enlarge,15,3,0.3,650,50 at 100 °C,125,SMC (DO-214AB),Single,No,image/diodes/schottky/93359.png
VS-30BQ015HM3,Enlarge,15,3,0.3,650,50 at 100 °C,125,SMC (DO-214AB),Single,Yes,image/diodes/schottky/94842.png
VS-30BQ040-M3,Enlarge,40,3,0.46,1600,30 at 125 °C,150,SMC (DO-214AB),Single,No,image/diodes/schottky/93332.png
VS-30BQ040HM3,Enlarge,40,3,0.46,1600,30 at 125 °C,150,SMC (DO-214AB),Single,Yes,image/diodes/schottky/94843.png
VS-30BQ060-M3,Enlarge,60,3,0.52,1200,20 at 125 °C,150,SMC (DO-214AB),Single,No,image/diodes/schottky/93330.png
VS-30BQ060HM3,Enlarge,60,3,0.52,1200,20 at 125 °C,150,SMC (DO-214AB),Single,Yes,image/diodes/schottky/94844.png
VS-30BQ100-M3,Enlarge,100,3,0.62,800,5 at 125 °C,175,SMC (DO-214AB),Single,No,image/diodes/schottky/93360.png
VS-30BQ100HM3,Enlarge,100,3,0.62,,5 at 125 °C,175,SMC (DO-214AB),Single,Yes,image/diodes/schottky/94832.png
VS-30CPQ...-N3 Series,Enlarge,90,2 x 15,0.67,920,7 at 125 °C,175,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96480.png
VS-30CPQ...-N3 Series,Enlarge,100,2 x 15,0.67,920,7 at 125 °C,175,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96480.png
VS-30CPQ...-N3 Series,Enlarge,80,2 x 15,0.67,920,7 at 125 °C,175,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96480.png
VS-30CPQ0..-N3 Series,Enlarge,35,2 x 15,0.50,1020,70 at 125 °C,150,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96453.png
VS-30CPQ0..-N3 Series,Enlarge,40,2 x 15,0.50,1020,70 at 125 °C,150,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96453.png
VS-30CPQ0..-N3 Series,Enlarge,45,2 x 15,0.50,1020,70 at 125 °C,150,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96453.png
VS-30CPQ050-N3,Enlarge,50,2 x 15,0.56,1020,45 at 125 °C,150,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96454.png
VS-30CPQ060-N3,Enlarge,60,2 x 15,0.56,1020,45 at 125 °C,150,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96454.png
VS-30CPQ140-N3,Enlarge,140,2 x 15,0.78,1000,15 at 125 °C,175,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96455.png
VS-30CPQ150-N3,Enlarge,150,2 x 15,0.78,1000,15 at 125 °C,175,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96455.png
VS-30CTQ...-1-M3 Series,Enlarge,100,2 x 15,0.67,850,7.0 at 125 °C,175,TO-262AA,Common cathode,No,image/diodes/schottky/94938.png
VS-30CTQ...-1-M3 Series,Enlarge,35,2 x 15,0.56,1060,15 at 125 °C,175,TO-262AA,Common cathode,No,image/diodes/schottky/94933.png
VS-30CTQ...-1-M3 Series,Enlarge,40,2 x 15,0.56,1060,15 at 125 °C,175,TO-262AA,Common cathode,No,image/diodes/schottky/94933.png
VS-30CTQ...-1-M3 Series,Enlarge,45,2 x 15,0.56,1060,15 at 125 °C,175,TO-262AA,Common cathode,No,image/diodes/schottky/94933.png
VS-30CTQ...-1HM3 Series,Enlarge,35,2 x 15,0.56,1060,15 at 125 °C,175,TO-262AA,Common cathode,Yes,image/diodes/schottky/95804.png
VS-30CTQ...-1HM3 Series,Enlarge,40,2 x 15,0.56,1060,15 at 125 °C,175,TO-262AA,Common cathode,Yes,image/diodes/schottky/95804.png
VS-30CTQ...-1HM3 Series,Enlarge,45,2 x 15,0.56,1060,15 at 125 °C,175,TO-262AA,Common cathode,Yes,image/diodes/schottky/95804.png
VS-30CTQ...HN3 Series,Enlarge,100,2 x 15,0.67,850,7.0 at 125 °C,175,TO-220AB,Common cathode,Yes,image/diodes/schottky/94850.png
VS-30CTQ...HN3 Series,Enlarge,80,2 x 15,0.67,850,7.0 at 125 °C,175,TO-220AB,Common cathode,Yes,image/diodes/schottky/94850.png
VS-30CTQ...S-M3,Enlarge,35,2 x 15,0.56,1060,15 at 125 °C,175,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94933.png
VS-30CTQ...S-M3,Enlarge,40,2 x 15,0.56,1060,15 at 125 °C,175,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94933.png
VS-30CTQ...S-M3,Enlarge,45,2 x 15,0.56,1060,15 at 125 °C,175,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94933.png
VS-30CTQ...S-M3,Enlarge,80,2 x 15,0.67,850,7.0 at 125 °C,175,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94938.png
VS-30CTQ...SHM3,Enlarge,35,2 x 15,0.56,1060,15 at 125 °C,175,D2PAK (TO-263AB),Common cathode,Yes,image/diodes/schottky/95804.png
VS-30CTQ...SHM3,Enlarge,40,2 x 15,0.56,1060,15 at 125 °C,175,D2PAK (TO-263AB),Common cathode,Yes,image/diodes/schottky/95804.png
VS-30CTQ...SHM3,Enlarge,45,2 x 15,0.56,1060,15 at 125 °C,175,D2PAK (TO-263AB),Common cathode,Yes,image/diodes/schottky/95804.png
VS-30CTQ0..HN3 Series,Enlarge,40,2 x 15,0.56,1060,15 at 125 °C,175,TO-220AC,Common cathode,Yes,image/diodes/schottky/94959.png
VS-30CTQ0..HN3 Series,Enlarge,45,2 x 15,0.56,1060,15 at 125 °C,175,TO-220AC,Common cathode,Yes,image/diodes/schottky/94959.png
VS-30CTQ0..HN3 Series,Enlarge,35,2 x 15,0.56,1060,15 at 125 °C,175,TO-220AC,Common cathode,Yes,image/diodes/schottky/94959.png
VS-30CTQ0.0-1-M3 Series,Enlarge,60,2 x 15,0.56,1000,45 at 125 °C,150,TO-262AA,Common cathode,No,image/diodes/schottky/94934.png
VS-30CTQ0.0S-M3,Enlarge,50,2 x 15,0.56,1000,45 at 125 °C,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94934.png
VS-30CTQ035-M3,Enlarge,35,2 x 15,0.56,1060,15 at 125 °C,175,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96275.png
VS-30CTQ040-M3,Enlarge,40,2 x 15,0.56,1060,15 at 125 °C,175,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96275.png
VS-30CTQ045-M3,Enlarge,45,2 x 15,0.56,1060,15 at 125 °C,175,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96275.png
VS-30CTQ050-M3,Enlarge,50,2 x 15,0.56,1000,45 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96276.png
VS-30CTQ060-M3,Enlarge,60,2 x 15,0.56,1000,45 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96276.png
VS-30CTQ080-M3,Enlarge,80,2 x 15,0.67,850,7.0 at 125 °C,175,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96277.png
VS-30CTQ080HN3,Enlarge,80,2 x 15,0.67,850,7.0 at 125 °C,175,TO-220AB,Common cathode,Yes,image/diodes/schottky/96671.png
VS-30CTQ100-M3,Enlarge,100,2 x 15,0.67,850,7.0 at 125 °C,175,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96277.png
VS-30CTQ100HN3,Enlarge,100,2 x 15,0.67,850,7.0 at 125 °C,175,TO-220AB,Common cathode,Yes,image/diodes/schottky/96670.png
VS-30MQ040-M3,Enlarge,40,3,0.46,330,20 at 125 °C,150,SMA (DO-214AC),Single,No,image/diodes/schottky/93354.png
VS-30MQ040HM3,Enlarge,40,3,0.46,330,20 at 125 °C,150,SMA (DO-214AC),Single,Yes,image/diodes/schottky/94841.png
VS-30WQ03FN-M3,Enlarge,30,3.5,See datasheet,535,50 at 125 °C,150,DPAK (TO-252AA),Single,No,image/diodes/schottky/93296.png
VS-30WQ04FN-M3,Enlarge,40,3.5,See datasheet,500,24 at 125 °C,150,DPAK (TO-252AA),Single,No,image/diodes/schottky/93297.png
VS-30WQ04FNHM3,Enlarge,40,3.5,See datasheet,500,24 at 125 °C,150,DPAK (TO-252AA),Single,Yes,image/diodes/schottky/94733.png
VS-30WQ06FN-M3,Enlarge,60,3.5,See datasheet,490,30 at 125 °C,150,DPAK (TO-252AA),Single,No,image/diodes/schottky/93298.png
VS-30WQ06FNHM3,Enlarge,60,3.5,See datasheet,490,30 at 125 °C,150,DPAK (TO-252AA),Single,Yes,image/diodes/schottky/94732.png
VS-30WQ10FN-M3,Enlarge,100,3.5,See datasheet,440,4.9 at 125 °C,150,DPAK (TO-252AA),Single,No,image/diodes/schottky/93299.png
VS-30WQ10FNHM3,Enlarge,100,3.5,See datasheet,440,4.9 at 125 °C,150,DPAK (TO-252AA),Single,Yes,image/diodes/schottky/94731.png
VS-32CTQ...-1-M3 Series,Enlarge,30,2 x 15,0.40,900,97 at 125°C,150,TO-262AA,Common cathode,No,image/diodes/schottky/94936.png
VS-32CTQ...-1HM3 Series,Enlarge,30,2 x 15,0.40,900,97 at 125 °C,150,TO-262AA,Common cathode,Yes,image/diodes/schottky/95774.png
VS-32CTQ...S-M3,Enlarge,25,2 x 15,0.40,900,97 at 125°C,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94936.png
VS-32CTQ...SHM3,Enlarge,25,2 x 15,0.40,900,97 at 125 °C,150,D2PAK (TO-263AB),Common cathode,Yes,image/diodes/schottky/95774.png
VS-32CTQ025-M3,Enlarge,25,2 x 15,0.40,900,97 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96278.png
VS-32CTQ030-M3,Enlarge,30,2 x 15,0.40,900,97 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96278.png
VS-40CPQ...-N3 Series,Enlarge,80,2 x 20,0.61,2950,15 at 125 °C,175,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96481.png
VS-40CPQ...-N3 Series,Enlarge,100,2 x 20,0.61,2950,15 at 125 °C,175,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96481.png
VS-40CPQ0..-N3 Series,Enlarge,35,2 x 20,0.43,3500,150 at 125 °C,150,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96456.png
VS-40CPQ0..-N3 Series,Enlarge,40,2 x 20,0.43,3500,150 at 125 °C,150,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96456.png
VS-40CPQ0..-N3 Series,Enlarge,45,2 x 20,0.43,3500,150 at 125 °C,150,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96456.png
VS-40CPQ050-N3,Enlarge,50,2 x 20,0.49,3200,96 at 125 °C,150,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96457.png
VS-40CPQ060-N3,Enlarge,60,2 x 20,0.49,3200,96 at 125 °C,150,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96457.png
VS-40CPQ060HN3,Enlarge,60,2 x 20,0.49,3200,96 at 125 °C,150,TO-247AC 3L,Common cathode,Yes,image/diodes/schottky/96566.png
VS-40CTQ045-1-M3,Enlarge,45,2 x 20,0.48,1240,115 at 125 °C,150,TO-262AA,Common cathode,No,image/diodes/schottky/94935.png
VS-40CTQ045-M3,Enlarge,45,2 x 20,0.48,1240,115 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96247.png
VS-40CTQ045HN3,Enlarge,45,2 x 20,0.48,1240,105 at 125 °C,150,TO-220AB,Common cathode,Yes,image/diodes/schottky/96677.png
VS-40CTQ045S-M3,Enlarge,45,2 x 20,0.48,1240,115 at 125 °C,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94935.png
VS-40CTQ150-1-M3,Enlarge,150,2 x 20,0.71,1500,15 at 125 °C,175,TO-262AA,Common cathode,No,image/diodes/schottky/95732.png
VS-40CTQ150-1HM3,Enlarge,150,2 x 20,0.71,1500,15 at 125 °C,175,TO-262AA,Common cathode,Yes,image/diodes/schottky/96382.png
VS-40CTQ150-M3,Enlarge,150,2 x 20,0.71,1500,15 at 125 °C,175,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96248.png
VS-40CTQ150S-M3,Enlarge,150,2 x 20,0.71,1500,15 at 125 °C,175,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/95732.png
VS-40CTQ150SHM3,Enlarge,150,2 x 20,0.71,1500,15 at 125 °C,175,D2PAK (TO-263AB),Common cathode,Yes,image/diodes/schottky/96382.png
VS-40L15CT-1-M3,Enlarge,15,2 x 20,0.33,700,600 at 100 °C,125,TO-262AA,Common cathode,No,image/diodes/schottky/95733.png
VS-40L15CT-M3,Enlarge,15,2 x 20,See datasheet,700,600 at 100 °C,125,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96249.png
VS-40L15CTS-M3,Enlarge,15,2 x 20,0.33,700,600 at 100 °C,125,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/95733.png
VS-40L15CW-N3,Enlarge,15,2 x 20,See datasheet,700,600 at 100 °C,125,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96458.png
VS-40L40CW-N3,Enlarge,40,2 x 20,0.49,1240,80 at 100 °C,150,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96459.png
VS-40L45CW-N3,Enlarge,45,2 x 20,0.49,1240,80 at 100 °C,150,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96459.png
VS-42CTQ030-1-M3,Enlarge,30,2 x 20,0.38,1100,183 at 125 °C,150,TO-262AA,Common cathode,No,image/diodes/schottky/94940.png
VS-42CTQ030-1HM3,Enlarge,30,2 x 20,0.38,1100,183 at 125 °C,150,TO-262AA,Common cathode,Yes,image/diodes/schottky/94963.png
VS-42CTQ030-M3,Enlarge,30,2 x 20,0.38,1100,183 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96250.png
VS-42CTQ030S-M3,Enlarge,30,2 x 20,0.38,1100,183 at 125 °C,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94940.png
VS-42CTQ030SHM3,Enlarge,30,2 x 20,0.38,1100,183 at 125 °C,150,D2PAK (TO-263AB),Common cathode,Yes,image/diodes/schottky/94963.png
VS-43CTQ...-1-M3 Series,Enlarge,100,2 x 20,0.67,850,11 at 125 °C,175,TO-262AA,Common cathode,No,image/diodes/schottky/94942.png
VS-43CTQ...-1HM3 Series,Enlarge,100,2 x 20,0.67,850,11 at 125 °C,175,TO-262AA,Common cathode,Yes,image/diodes/schottky/94964.png
VS-43CTQ...S-M3,Enlarge,80,2 x 20,0.67,850,11 at 125 °C,175,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94942.png
VS-43CTQ...SHM3,Enlarge,80,2 x 20,0.67,850,11 at 125 °C,175,D2PAK (TO-263AB),Common cathode,Yes,image/diodes/schottky/94964.png
VS-43CTQ100-M3,Enlarge,100,2 x 20,0.67,850,11 at 125 °C,175,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96251.png
VS-43CTQ100HN3,Enlarge,100,2 x 20,0.67,850,11 at 125 °C,175,TO-220AB,Common cathode,Yes,image/diodes/schottky/94849.png
VS-47CTQ020-1-M3,Enlarge,20,2 x 20,0.34,1000,310 at 125 °C,150,TO-262AA,Common cathode,No,image/diodes/schottky/94943.png
VS-47CTQ020-M3,Enlarge,20,2 x 20,0.34,1000,310 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96252.png
VS-47CTQ020S-M3,Enlarge,20,2 x 20,0.34,1000,310 at 125 °C,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94943.png
VS-48CTQ060-1-M3,Enlarge,60,2 x 20,0.58,1000,89 at 125 °C,150,TO-262AA,Common cathode,No,image/diodes/schottky/94944.png
VS-48CTQ060-M3,Enlarge,60,2 x 20,0.58,1000,89 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96253.png
VS-48CTQ060S-M3,Enlarge,60,2 x 20,0.58,1000,89 at 125 °C,150,D2PAK (TO-263AB),Common cathode,No,image/diodes/schottky/94944.png
VS-50WQ03FN-M3,Enlarge,30,5.5,See datasheet,320,58 at 125 °C,150,DPAK (TO-252AA),Single,No,image/diodes/schottky/93311.png
VS-50WQ03FNHM3,Enlarge,30,5.5,See datasheet,320,58 at 125 °C,150,DPAK (TO-252AA),Single,Yes,image/diodes/schottky/95860.png
VS-50WQ04FN-M3,Enlarge,40,5.5,See datasheet,340,40 at 125 °C,150,DPAK (TO-252AA),Single,No,image/diodes/schottky/93312.png
VS-50WQ04FNHM3,Enlarge,40,5.5,See datasheet,340,40 at 125 °C,150,DPAK (TO-252AA),Single,Yes,image/diodes/schottky/94728.png
VS-50WQ06FN-M3,Enlarge,60,5.5,See datasheet,320,35 at 125 °C,150,DPAK (TO-252AA),Single,No,image/diodes/schottky/93313.png
VS-50WQ06FNHM3,Enlarge,60,5.5,See datasheet,320,35 at 125 °C,150,DPAK (TO-252AA),Single,Yes,image/diodes/schottky/94729.png
VS-50WQ10FN-M3,Enlarge,100,5.5,See datasheet,330,4 at 125 °C,150,DPAK (TO-252AA),Single,No,image/diodes/schottky/93314.png
VS-50WQ10FNHM3,Enlarge,100,5.5,See datasheet,330,4 at 125 °C,150,DPAK (TO-252AA),Single,Yes,image/diodes/schottky/94730.png
VS-52CPQ030-N3,Enlarge,30,2 x 25,0.38,2180,450 at 125 °C,150,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96460.png
VS-60CPQ150-N3,Enlarge,150,2 x 30,0.67,2300,25 at 125 °C,175,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96461.png
VS-60CTQ035-M3,Enlarge,35,2 x 30,0.53,1500,250 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96279.png
VS-60CTQ040-M3,Enlarge,40,2 x 30,0.53,1500,250 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96279.png
VS-60CTQ045-M3,Enlarge,45,2 x 30,0.53,1500,250 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96279.png
VS-60CTQ150-M3,Enlarge,150,2 x 30,0.72,710,20 at 125 °C,175,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96254.png
VS-60CTQ150HN3,Enlarge,150,2 x 30,0.72,710,20 at 125 °C,175,TO-220AB,Common cathode,Yes,image/diodes/schottky/95839.png
VS-61CTQ035-M3,Enlarge,35,2 x 30,0.57,2600,40 at 125 °C,175,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96280.png
VS-61CTQ040-M3,Enlarge,40,2 x 30,0.57,2600,40 at 125 °C,175,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96280.png
VS-62CTQ030-M3,Enlarge,30,2 x 30,0.44,1500,350 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96255.png
VS-63CPQ100-N3,Enlarge,100,2 x 30,0.64,2200,25 at 125 °C,175,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96482.png
VS-63CTQ100-M3,Enlarge,100,2 x 30,0.69,1500,20 at 125 °C,175,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96256.png
VS-65PQ015-N3,Enlarge,15,65,0.46,1500,870 at 100 °C,125,TO-247AC 3L,Single,No,image/diodes/schottky/96462.png
VS-6CWQ03FN-M3,Enlarge,30,2 x 3.5,See datasheet,535,50 at 125 °C,150,DPAK (TO-252AA),Common cathode,No,image/diodes/schottky/93315.png
VS-6CWQ04FN-M3,Enlarge,40,2 x 3.5,See datasheet,500,24 at 125 °C,150,DPAK (TO-252AA),Common cathode,No,image/diodes/schottky/93316.png
VS-6CWQ04FNHM3,Enlarge,40,2 x 3.5,See datasheet,500,24 at 125 °C,150,DPAK (TO-252AA),Common cathode,Yes,image/diodes/schottky/94744.png
VS-6CWQ06FN-M3,Enlarge,60,2 x 3.5,See datasheet,490,30 at 125 °C,150,DPAK (TO-252AA),Common cathode,No,image/diodes/schottky/93317.png
VS-6CWQ06FNHM3,Enlarge,60,2 x 3.5,See datasheet,490,30 at 125 °C,150,DPAK (TO-252AA),Common cathode,Yes,image/diodes/schottky/94726.png
VS-6CWQ10FN-M3,Enlarge,100,2 x 3.5,See datasheet,440,4.9 at 125 °C,150,DPAK (TO-252AA),Common cathode,No,image/diodes/schottky/93318.png
VS-6CWQ10FNHM3,Enlarge,100,2 x 3.5,See datasheet,440,4.9 at 125 °C,150,DPAK (TO-252AA),Common cathode,Yes,image/diodes/schottky/94727.png
VS-6TQ...HN3 Series,Enlarge,35,6,0.53,690,7 at 125 °C,175,TO-220AC,Single,Yes,image/diodes/schottky/94957.png
VS-6TQ...HN3 Series,Enlarge,40,6,0.53,690,7 at 125 °C,175,TO-220AC,Single,Yes,image/diodes/schottky/94957.png
VS-6TQ...HN3 Series,Enlarge,45,6,0.53,690,7 at 125 °C,175,TO-220AC,Single,Yes,image/diodes/schottky/94957.png
VS-6TQ035-M3,Enlarge,35,6,0.53,690,7 at 125 °C,175,TO-220AC 2L,Single,No,image/diodes/schottky/96264.png
VS-6TQ035S-M3,Enlarge,35,6,0.53,690,7 at 125 °C,175,D2PAK (TO-263AB),Single,No,image/diodes/schottky/94945.png
VS-6TQ040-M3,Enlarge,40,6,0.53,690,7 at 125 °C,175,TO-220AC 2L,Single,No,image/diodes/schottky/96264.png
VS-6TQ040S-M3,Enlarge,40,6,0.53,690,7 at 125 °C,175,D2PAK (TO-263AB),Single,No,image/diodes/schottky/94945.png
VS-6TQ045-M3,Enlarge,45,6,0.53,690,7 at 125 °C,175,TO-220AC 2L,Single,No,image/diodes/schottky/96264.png
VS-6TQ045S-M3,Enlarge,45,6,0.53,690,7 at 125 °C,175,D2PAK (TO-263AB),Single,No,image/diodes/schottky/94945.png
VS-72CPQ030-N3,Enlarge,30,2 x 35,0.43,2180,450 at 125 °C,150,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96463.png
VS-80CPQ020-N3,Enlarge,20,2 x 40,0.36,2200,1100 at 125 °C,150,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96464.png
VS-80CPQ150-N3,Enlarge,150,2 x 40,0.71,1930,26 at 125 °C,175,TO-247AC 3L,Common cathode,No,image/diodes/schottky/96465.png
VS-8TQ060-M3,Enlarge,60,8,0.58,850,7 at 125 °C,175,TO-220AC 2L,Single,No,image/diodes/schottky/96265.png
VS-8TQ080-M3,Enlarge,80,8,0.58,850,7 at 125 °C,175,TO-220AC 2L,Single,No,image/diodes/schottky/96265.png
VS-8TQ080S-M3,Enlarge,80,8,0.58,850,7 at 125 °C,175,D2PAK (TO-263AB),Single,No,image/diodes/schottky/94946.png
"VS-8TQ080SHM3, VS-8TQ100SHM3",Enlarge,,,,,,,,,,image/diodes/schottky/94961.png
VS-8TQ100-M3,Enlarge,100,8,0.58,850,7 at 125 °C,175,TO-220AC 2L,Single,No,image/diodes/schottky/96265.png
VS-8TQ100S-M3,Enlarge,100,8,0.58,850,7 at 125 °C,175,D2PAK (TO-263AB),Single,No,image/diodes/schottky/94946.png
VS-MBR1035-M3,Enlarge,35,10,0.57,1060,15 at 125 °C,150,TO-220AC 2L,Single,No,image/diodes/schottky/96266.png
VS-MBR1045-M3,Enlarge,45,10,0.57,1060,15 at 125 °C,150,TO-220AC 2L,Single,No,image/diodes/schottky/96266.png
VS-MBR15..CT-1-M3,Enlarge,45,2 x 7.5,0.57,690,15 at 125 °C,150,TO-262AA,Common cathode,No,image/diodes/schottky/96403.png
VS-MBR1535CT-M3,Enlarge,35,2 x 7.5,0.57,690,15 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96281.png
VS-MBR1545CT-M3,Enlarge,45,2 x 7.5,0.57,690,15 at 125 °C,150,TO-220AB 3L,Common cathode,No,image/diodes/schottky/96281.png
VS-MBR1635-M3,Enlarge,35,16,0.57,1800,40 at 125 °C,150,TO-220AC 2L,Single,No,image/diodes/schottky/96267.png
VS-MBR1645-M3,Enlarge,45,16,0.57,1800,40 at 125 °C,150,TO-220AC 2L,Single,No,image/diodes/schottky/96267.png
VS-MBR20...CT-1-M3,Enlarge,100,2 x 10,0.70,850,6 at 125 °C,150,TO-262AA,Common cathode,No,image/diodes/schottky/96404.png
VS-MBR20...CT-1-M3,Enlarge,80,2 x 10,0.70,850,6 at 125 °C,150,TO-262AA,Common cathode,No,image/diodes/schottky/96404.png
