Series▲▼;Product Image;Technology▲▼;Mounting▲▼;Construction▲▼;Capacitance▲▼;Voltage(V)▲▼;ESR(mΩ)▲▼;Case Size (mm)(mm)▲▼;Image path
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;25;1500;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;10;1900;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;20;1000;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;35;250;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;150 µF;6.3;300;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;16;1400;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;25;200;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;6.3;5000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;10;80;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.47 µF;25;12000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;50;800;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;10;3000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;20;5900;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;35;700;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;6.3;200;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;16;1900;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;25;450;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;10;600;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;20;375;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.1 µF;50;19000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;10;6300;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;68 µF;16;600;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.68 µF;35;2500;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;6.3;2500;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;6.3;700;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;16;400;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;25;700;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;6.3;6000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;20;150;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1 µF;50;4600;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;10;4200;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.68 µF;20;10000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;35;2000;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;6.3;500;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;16;1500;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;25;525;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;10;600;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;20;1500;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;35;275;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;330 µF;6.3;100;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;16;300;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.47 µF;35;8000;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;6.3;2000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1 µF;16;6000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1.5 µF;25;4600;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;50;550;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;10;700;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;20;1000;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;35;300;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;68 µF;10;275;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;20;700;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.33 µF;50;10000;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;10;2000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;16;100;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1 µF;35;2000;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;6.3;1600;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;16;2000;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;25;2300;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;10;245;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;20;1700;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;35;600;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;220 µF;6.3;500;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;16;1100;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.22 µF;35;6000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;6.3;1000;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;220 µF;10;125;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1 µF;25;4000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;50;600;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;10;550;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;20;3000;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;35;450;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;68 µF;6.3;200;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;16;1800;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;25;250;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;4;1800;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;6.3;800;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;16;2500;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;10;700;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;20;1900;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;35;135;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;150 µF;6.3;200;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;16;800;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;25;600;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;6.3;3400;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;150 µF;10;600;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.47 µF;25;9000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;50;2500;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;10;2000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;20;4000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;35;3100;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;68 µF;6.3;1800;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;16;600;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;25;1000;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;10;1100;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;20;700;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.1 µF;50;10000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;10;4600;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;68 µF;16;150;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1 µF;35;7500;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;20;2300;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;35;1600;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;6.3;150;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;16;1900;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;25;300;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;6.3;6300;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;10;200;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;20;600;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1 µF;50;1600;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;10;3000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.68 µF;20;8000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;35;2900;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;6.3;1400;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;16;4200;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;25;1500;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;10;300;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;20;400;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;35;400;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;470 µF;6.3;500;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;16;700;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.47 µF;35;2500;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;6.3;2000;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1.5 µF;16;6700;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1.5 µF;25;2000;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;50;800;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;10;1800;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;68 µF;10;700;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;20;200;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.33 µF;50;4500;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;10;1400;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;150 µF;16;500;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1.5 µF;35;4200;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;16;5000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;25;1000;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;10;1900;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;20;500;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;35;300;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;220 µF;6.3;100;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;16;300;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.33 µF;35;13000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;6.3;2900;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;220 µF;10;100;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1 µF;25;5000;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;50;300;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;10;2900;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;20;1300;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;35;1800;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;6.3;900;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;16;450;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;25;1200;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;4;500;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1 µF;35;6000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;6.3;1900;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;16;5000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;25;4000;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;10;600;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;20;550;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;35;700;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;150 µF;6.3;600;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;16;375;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;25;200;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;6.3;3400;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;150 µF;10;100;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.68 µF;25;8400;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;50;1500;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;10;2500;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;20;3500;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;35;1500;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;68 µF;6.3;550;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;16;3000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;25;300;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;10;300;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;20;225;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.22 µF;50;15000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;10;5500;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;16;600;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;10;500;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;20;600;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;35;450;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;6.3;140;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
