Series▲▼;Product Image;Technology▲▼;Mounting▲▼;Construction▲▼;Capacitance▲▼;Voltage(V)▲▼;ESR(mΩ)▲▼;Case Size (mm)(mm)▲▼;Image path
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;25;200;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;6.3;5000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;10;600;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;20;150;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;50;2900;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;10;2900;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1 µF;20;8400;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;35;900;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;6.3;300;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;16;3800;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;25;1700;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;10;800;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;20;900;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;35;700;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;470 µF;6.3;100;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;16;200;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.68 µF;35;7600;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;6.3;600;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1.5 µF;16;6000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;25;6300;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;50;550;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;68 µF;4;1400;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;68 µF;10;150;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;20;700;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.47 µF;50;8400;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;10;3400;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;150 µF;16;100;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1.5 µF;35;2000;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;6.3;1900;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;16;2500;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;25;2800;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;10;1500;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;20;450;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;35;260;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;330 µF;6.3;600;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;16;700;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.33 µF;35;6000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;6.3;2000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;220 µF;10;500;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1 µF;25;2000;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;50;900;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;10;2000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;20;5000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;35;475;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;6.3;1700;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;16;2000;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;25;400;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;16;150;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;6.3;600;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;16;4000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;25;2200;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;10;1500;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;20;2500;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;35;300;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;150 µF;6.3;150;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;16;350;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.1 µF;35;20000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;6.3;2000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;150 µF;10;500;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.68 µF;25;7000;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;50;1700;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;10;800;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;20;1500;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;35;1900;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;68 µF;6.3;800;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;16;1700;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;25;1200;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;4;6300;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;10;700;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;20;180;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.22 µF;50;12000;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;10;5000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;50;300;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;10;2500;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;20;2500;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;35;800;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;6.3;130;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;16;700;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;25;600;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;6.3;5500;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;10;150;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;20;500;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;50;1500;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;10;1200;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1 µF;20;5500;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;35;3500;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;6.3;250;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;16;3000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;25;500;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;10;250;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;20;300;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;35;400;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1.5 µF;10;8000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;16;150;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.68 µF;35;4000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;6.3;1800;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;16;5900;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;25;4000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;16;800;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;25;700;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;68 µF;4;1400;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;10;900;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;20;250;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.47 µF;50;4000;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;220 µF;16;500;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1.5 µF;35;3800;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;6.3;600;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;16;2000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;25;1500;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;10;600;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;20;2300;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;35;200;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;330 µF;6.3;125;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;16;225;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.47 µF;35;10000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;6.3;2500;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;220 µF;10;100;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1.5 µF;25;6700;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;50;600;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;10;2000;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;20;3500;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;35;1800;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;6.3;800;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;10;4500;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;16;125;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1 µF;35;4000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;6.3;1500;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;16;3500;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;25;3100;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;10;400;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;20;2100;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;35;260;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;220 µF;6.3;600;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;16;800;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.1 µF;35;10000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;6.3;1500;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;150 µF;10;100;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.68 µF;25;5000;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;50;800;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;10;600;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;20;5900;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;35;500;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;68 µF;6.3;275;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;16;2000;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;15 µF;25;425;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;4;2000;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;10;200;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;20;1000;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.22 µF;50;8500;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;25;3800;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;10;1500;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;35;300;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;150 µF;6.3;700;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;16;600;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;25;300;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;6.3;3500;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;10;100;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;100 µF;20;150;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;50;2100;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;10;3400;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1.5 µF;20;6300;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;3.3 µF;35;2100;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;6.3;800;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;16;2500;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;25;1500;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;10;1800;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;20;1100;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;33 µF;35;700;7.3 x 4.3 x 4.3 (E);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;1.5 µF;10;6000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;16;120;7.3 x 4.3 x 3.1 (D);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;0.68 µF;35;6500;3.5 x 2.8 x 2.1 (B);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;22 µF;6.3;500;6.0 x 3.2 x 2.8 (C);image/capacitors/tantalum/40116.png
TP3;Enlarge;Tantalum, Solid;Surface Mount;Molded;2.2 µF;16;4000;3.2 x 1.6 x 1.8 (A);image/capacitors/tantalum/40116.png
TP8;Enlarge;Tantalum, Solid;Surface Mount;Molded;10 µF;16;8000;2.05 x 1.35 x 1.6 (R);image/capacitors/tantalum/40151.png
TP8;Enlarge;Tantalum, Solid;Surface Mount;Molded;4.7 µF;6.3;6000;1.60 x 0.85 x 0.9 (M);image/capacitors/tantalum/40151.png
TP8;Enlarge;Tantalum, Solid;Surface Mount;Molded;47 µF;10;2000;3.5 x 2.8 x 2 (B);image/capacitors/tantalum/40151.png
TP8;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;20;6000;3.5 x 2.8 x 1.2 (N);image/capacitors/tantalum/40151.png
TP8;Enlarge;Tantalum, Solid;Surface Mount;Molded;6.8 µF;10;8000;2.00 x 1.25 x 1.2 (W);image/capacitors/tantalum/40151.png
TP8;Enlarge;Tantalum, Solid;Surface Mount;Molded;1 µF;20;12000;1.60 x 0.85 x 0.9 (M);image/capacitors/tantalum/40151.png
