Part Number▲▼,Product Image,IT(AV)(A)▲▼,TC(°C)▲▼,IT(RMS)(A)▲▼,VDRM/VRRM(V)▲▼,ITSMat 50 Hz(A)▲▼,ITSMat 60 Hz(A)▲▼,VTMat 25 °C(V)▲▼,TJ(°C)▲▼,dV/dt(V/µs)▲▼,Package▲▼,Circuit Configuration▲▼,Image path
"VS-VSK.170PbF, VS-VSK.250PbF Series",Enlarge,250,85,555,1600,8500,8900,1.44,-40 to +130,1000,MAGN-A-PAK,"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/94417.png
"VS-VSK.170PbF, VS-VSK.250PbF Series",Enlarge,250,85,555,1800,8500,8900,1.44,-40 to +130,1000,MAGN-A-PAK,"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/94417.png
"VS-VSK.170PbF, VS-VSK.250PbF Series",Enlarge,250,85,555,2000,8500,8900,1.44,-40 to +130,1000,MAGN-A-PAK,"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/94417.png
"VS-VSK.170PbF, VS-VSK.250PbF Series",Enlarge,170,85,377,400,5100,5350,1.60,-40 to +130,1000,MAGN-A-PAK,Two SCRs common cathodes,image/modules/thyristor-modules/94417.png
"VS-VSK.170PbF, VS-VSK.250PbF Series",Enlarge,170,85,377,800,5100,5350,1.60,-40 to +130,1000,MAGN-A-PAK,Two SCRs common cathodes,image/modules/thyristor-modules/94417.png
"VS-VSK.170PbF, VS-VSK.250PbF Series",Enlarge,170,85,377,1000,5100,5350,1.60,-40 to +130,1000,MAGN-A-PAK,Two SCRs common cathodes,image/modules/thyristor-modules/94417.png
"VS-VSK.170PbF, VS-VSK.250PbF Series",Enlarge,170,85,377,1200,5100,5350,1.60,-40 to +130,1000,MAGN-A-PAK,Two SCRs common cathodes,image/modules/thyristor-modules/94417.png
"VS-VSK.170PbF, VS-VSK.250PbF Series",Enlarge,170,85,377,1400,5100,5350,1.60,-40 to +130,1000,MAGN-A-PAK,Two SCRs common cathodes,image/modules/thyristor-modules/94417.png
"VS-VSK.170PbF, VS-VSK.250PbF Series",Enlarge,170,85,377,1600,5100,5350,1.60,-40 to +130,1000,MAGN-A-PAK,Two SCRs common cathodes,image/modules/thyristor-modules/94417.png
"VS-VSK.170PbF, VS-VSK.250PbF Series",Enlarge,250,85,555,400,8500,8900,1.44,-40 to +130,1000,MAGN-A-PAK,Two SCRs common cathodes,image/modules/thyristor-modules/94417.png
"VS-VSK.170PbF, VS-VSK.250PbF Series",Enlarge,250,85,555,800,8500,8900,1.44,-40 to +130,1000,MAGN-A-PAK,Two SCRs common cathodes,image/modules/thyristor-modules/94417.png
"VS-VSK.170PbF, VS-VSK.250PbF Series",Enlarge,250,85,555,1000,8500,8900,1.44,-40 to +130,1000,MAGN-A-PAK,Two SCRs common cathodes,image/modules/thyristor-modules/94417.png
"VS-VSK.170PbF, VS-VSK.250PbF Series",Enlarge,250,85,555,1200,8500,8900,1.44,-40 to +130,1000,MAGN-A-PAK,Two SCRs common cathodes,image/modules/thyristor-modules/94417.png
"VS-VSK.170PbF, VS-VSK.250PbF Series",Enlarge,250,85,555,1400,8500,8900,1.44,-40 to +130,1000,MAGN-A-PAK,Two SCRs common cathodes,image/modules/thyristor-modules/94417.png
"VS-VSK.170PbF, VS-VSK.250PbF Series",Enlarge,250,85,555,1600,8500,8900,1.44,-40 to +130,1000,MAGN-A-PAK,Two SCRs common cathodes,image/modules/thyristor-modules/94417.png
"VS-VSK.170PbF, VS-VSK.250PbF Series",Enlarge,250,85,555,1800,8500,8900,1.44,-40 to +130,1000,MAGN-A-PAK,Two SCRs common cathodes,image/modules/thyristor-modules/94417.png
"VS-VSK.170PbF, VS-VSK.250PbF Series",Enlarge,250,85,555,2000,8500,8900,1.44,-40 to +130,1000,MAGN-A-PAK,Two SCRs common cathodes,image/modules/thyristor-modules/94417.png
VS-VSK.230..PbF Series,Enlarge,230,85,510,800,7500,7850,1.59,-40 to +130,1000,MAGN-A-PAK,Two SCRs doubler circuit,image/modules/thyristor-modules/93053.png
VS-VSK.230..PbF Series,Enlarge,230,85,510,1200,7500,7850,1.59,-40 to +130,1000,MAGN-A-PAK,Two SCRs doubler circuit,image/modules/thyristor-modules/93053.png
VS-VSK.230..PbF Series,Enlarge,230,85,510,1600,7500,7850,1.59,-40 to +130,1000,MAGN-A-PAK,Two SCRs doubler circuit,image/modules/thyristor-modules/93053.png
VS-VSK.230..PbF Series,Enlarge,230,85,510,1800,7500,7850,1.59,-40 to +130,1000,MAGN-A-PAK,Two SCRs doubler circuit,image/modules/thyristor-modules/93053.png
VS-VSK.230..PbF Series,Enlarge,230,85,510,2000,7500,7850,1.59,-40 to +130,1000,MAGN-A-PAK,Two SCRs doubler circuit,image/modules/thyristor-modules/93053.png
VS-VSK.230..PbF Series,Enlarge,230,85,510,800,7500,7850,1.59,-40 to +130,1000,MAGN-A-PAK,"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/93053.png
VS-VSK.230..PbF Series,Enlarge,230,85,510,1200,7500,7850,1.59,-40 to +130,1000,MAGN-A-PAK,"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/93053.png
VS-VSK.230..PbF Series,Enlarge,230,85,510,1600,7500,7850,1.59,-40 to +130,1000,MAGN-A-PAK,"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/93053.png
VS-VSK.230..PbF Series,Enlarge,230,85,510,1800,7500,7850,1.59,-40 to +130,1000,MAGN-A-PAK,"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/93053.png
VS-VSK.230..PbF Series,Enlarge,230,85,510,2000,7500,7850,1.59,-40 to +130,1000,MAGN-A-PAK,"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/93053.png
VS-VSK.230..PbF Series,Enlarge,230,85,510,800,7500,7850,1.59,-40 to +130,1000,MAGN-A-PAK,"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/93053.png
VS-VSK.230..PbF Series,Enlarge,230,85,510,1200,7500,7850,1.59,-40 to +130,1000,MAGN-A-PAK,"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/93053.png
VS-VSK.230..PbF Series,Enlarge,230,85,510,1600,7500,7850,1.59,-40 to +130,1000,MAGN-A-PAK,"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/93053.png
VS-VSK.230..PbF Series,Enlarge,230,85,510,1800,7500,7850,1.59,-40 to +130,1000,MAGN-A-PAK,"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/93053.png
VS-VSK.230..PbF Series,Enlarge,230,85,510,2000,7500,7850,1.59,-40 to +130,1000,MAGN-A-PAK,"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/93053.png
VS-VSK.230..PbF Series,Enlarge,230,85,510,800,7500,7850,1.59,-40 to +130,1000,MAGN-A-PAK,Two SCRs common cathodes,image/modules/thyristor-modules/93053.png
VS-VSK.230..PbF Series,Enlarge,230,85,510,1200,7500,7850,1.59,-40 to +130,1000,MAGN-A-PAK,Two SCRs common cathodes,image/modules/thyristor-modules/93053.png
VS-VSK.230..PbF Series,Enlarge,230,85,510,1600,7500,7850,1.59,-40 to +130,1000,MAGN-A-PAK,Two SCRs common cathodes,image/modules/thyristor-modules/93053.png
VS-VSK.230..PbF Series,Enlarge,230,85,510,1800,7500,7850,1.59,-40 to +130,1000,MAGN-A-PAK,Two SCRs common cathodes,image/modules/thyristor-modules/93053.png
VS-VSK.230..PbF Series,Enlarge,230,85,510,2000,7500,7850,1.59,-40 to +130,1000,MAGN-A-PAK,Two SCRs common cathodes,image/modules/thyristor-modules/93053.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,400,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs doubler circuit,image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,600,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs doubler circuit,image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,800,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs doubler circuit,image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,1000,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs doubler circuit,image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,1200,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs doubler circuit,image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,1400,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs doubler circuit,image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,1600,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs doubler circuit,image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,400,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs doubler circuit,image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,600,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs doubler circuit,image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,800,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs doubler circuit,image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,1000,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs doubler circuit,image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,1200,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs doubler circuit,image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,1400,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs doubler circuit,image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,1600,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),Two SCRs doubler circuit,image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,400,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,600,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,800,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,1000,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,1200,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,1400,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,1600,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,400,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,600,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,800,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,1000,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,1200,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,1400,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,1600,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, positive control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,400,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,600,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,800,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,1000,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,1200,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,1400,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,1600,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,400,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,600,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,800,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,1000,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,1200,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,1400,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,1600,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),"SCR/diode doubler circuit, negative control",image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,400,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,600,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,800,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,1000,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,1200,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,1400,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,45,85,100,1600,850,890,1.81,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,400,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,600,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,800,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94630.png
"VS-VSK.41.., VS-VSK.56.. Series",Enlarge,60,85,135,1000,1200,1256,1.7,-40 to +125,1000,AAP Gen 7 (TO-240AA),SCR/diode common anodes,image/modules/thyristor-modules/94630.png
