Series;Product Image;Type;SMD Size Class;Height;Inductance;DC;Saturation Current;Impedance;DCR MAX.;Operating temperature;Image path;Path to the PDF;Path to the ZIP
IHLP-3232DZ-11;Enlarge;Power Inductors;;4.0;5.6 µH;7.4 A;7.6;;0.0286;-55 to +125;image\small_inductors\34313.png;Datasheet\IHLP-3232DZ-11\IHLP-3232DZ-11.pdf;None
IHLP-3232DZ-11;Enlarge;Power Inductors;;4.0;470 nH;25 A;14.0;;0.0025;-55 to +125;image\small_inductors\34313.png;Datasheet\IHLP-3232DZ-11\IHLP-3232DZ-11.pdf;None
IHLP-3232DZ-11;Enlarge;Power Inductors;;4.0;15 µH;4.9 A;3.7;;0.0653;-55 to +125;image\small_inductors\34313.png;Datasheet\IHLP-3232DZ-11\IHLP-3232DZ-11.pdf;None
IHLP-3232DZ-11;Enlarge;Power Inductors;;4.0;2.2 µH;14.5 A;10.2;;0.00941;-55 to +125;image\small_inductors\34313.png;Datasheet\IHLP-3232DZ-11\IHLP-3232DZ-11.pdf;None
IHLP-3232DZ-11;Enlarge;Power Inductors;;4.0;6.8 µH;7 A;6.7;;0.0334;-55 to +125;image\small_inductors\34313.png;Datasheet\IHLP-3232DZ-11\IHLP-3232DZ-11.pdf;None
IHLP-3232DZ-11;Enlarge;Power Inductors;;4.0;680 nH;22.2 A;14.5;;0.00322;-55 to +125;image\small_inductors\34313.png;Datasheet\IHLP-3232DZ-11\IHLP-3232DZ-11.pdf;None
IHLP-3232DZ-11;Enlarge;Power Inductors;;4.0;22 µH;4.3 A;3.3;;0.089;-55 to +125;image\small_inductors\34313.png;Datasheet\IHLP-3232DZ-11\IHLP-3232DZ-11.pdf;None
IHLP-3232DZ-11;Enlarge;Power Inductors;;4.0;3.3 µH;10.5 A;9.7;;0.0149;-55 to +125;image\small_inductors\34313.png;Datasheet\IHLP-3232DZ-11\IHLP-3232DZ-11.pdf;None
IHLP-3232DZ-11;Enlarge;Power Inductors;;4.0;220 nH;34 A;22.0;;0.00135;-55 to +125;image\small_inductors\34313.png;Datasheet\IHLP-3232DZ-11\IHLP-3232DZ-11.pdf;None
IHLP-3232DZ-11;Enlarge;Power Inductors;;4.0;8.2 µH;5.7 A;6.6;;0.045;-55 to +125;image\small_inductors\34313.png;Datasheet\IHLP-3232DZ-11\IHLP-3232DZ-11.pdf;None
IHLP-3232DZ-11;Enlarge;Power Inductors;;4.0;820 nH;19.5 A;15.0;;0.00388;-55 to +125;image\small_inductors\34313.png;Datasheet\IHLP-3232DZ-11\IHLP-3232DZ-11.pdf;None
IHLP-3232DZ-11;Enlarge;Power Inductors;;4.0;33 µH;3.2 A;3.2;;0.144;-55 to +125;image\small_inductors\34313.png;Datasheet\IHLP-3232DZ-11\IHLP-3232DZ-11.pdf;None
IHLP-3232DZ-11;Enlarge;Power Inductors;;4.0;4.7 µH;8 A;8.7;;0.0226;-55 to +125;image\small_inductors\34313.png;Datasheet\IHLP-3232DZ-11\IHLP-3232DZ-11.pdf;None
IHLP-3232DZ-11;Enlarge;Power Inductors;;4.0;330 nH;27.5 A;16.0;;0.00215;-55 to +125;image\small_inductors\34313.png;Datasheet\IHLP-3232DZ-11\IHLP-3232DZ-11.pdf;None
IHLP-3232DZ-11;Enlarge;Power Inductors;;4.0;10 µH;5.4 A;6.4;;0.0518;-55 to +125;image\small_inductors\34313.png;Datasheet\IHLP-3232DZ-11\IHLP-3232DZ-11.pdf;None
IHLP-3232DZ-11;Enlarge;Power Inductors;;4.0;1 µH;18.2 A;12.0;;0.00463;-55 to +125;image\small_inductors\34313.png;Datasheet\IHLP-3232DZ-11\IHLP-3232DZ-11.pdf;None
IHLP-3232DZ-1A;Enlarge;Power Inductors;;4.0;22 µH;4.3 A;3.3;;0.089;-55 to +125;image\small_inductors\34317.png;Datasheet\IHLP-3232DZ-1A\IHLP-3232DZ-1A.pdf;None
IHLP-3232DZ-1A;Enlarge;Power Inductors;;4.0;3.3 µH;10.5 A;9.7;;0.0149;-55 to +125;image\small_inductors\34317.png;Datasheet\IHLP-3232DZ-1A\IHLP-3232DZ-1A.pdf;None
IHLP-3232DZ-1A;Enlarge;Power Inductors;;4.0;220 nH;34 A;22.0;;0.00135;-55 to +125;image\small_inductors\34317.png;Datasheet\IHLP-3232DZ-1A\IHLP-3232DZ-1A.pdf;None
IHLP-3232DZ-1A;Enlarge;Power Inductors;;4.0;8.2 µH;5.7 A;6.6;;0.045;-55 to +125;image\small_inductors\34317.png;Datasheet\IHLP-3232DZ-1A\IHLP-3232DZ-1A.pdf;None
IHLP-3232DZ-1A;Enlarge;Power Inductors;;4.0;820 nH;19.5 A;15.0;;0.00388;-55 to +125;image\small_inductors\34317.png;Datasheet\IHLP-3232DZ-1A\IHLP-3232DZ-1A.pdf;None
IHLP-3232DZ-1A;Enlarge;Power Inductors;;4.0;33 µH;3.2 A;3.2;;0.144;-55 to +125;image\small_inductors\34317.png;Datasheet\IHLP-3232DZ-1A\IHLP-3232DZ-1A.pdf;None
IHLP-3232DZ-1A;Enlarge;Power Inductors;;4.0;4.7 µH;8 A;8.7;;0.0226;-55 to +125;image\small_inductors\34317.png;Datasheet\IHLP-3232DZ-1A\IHLP-3232DZ-1A.pdf;None
IHLP-3232DZ-1A;Enlarge;Power Inductors;;4.0;330 nH;27.5 A;16.0;;0.00215;-55 to +125;image\small_inductors\34317.png;Datasheet\IHLP-3232DZ-1A\IHLP-3232DZ-1A.pdf;None
IHLP-3232DZ-1A;Enlarge;Power Inductors;;4.0;10 µH;5.4 A;6.4;;0.0518;-55 to +125;image\small_inductors\34317.png;Datasheet\IHLP-3232DZ-1A\IHLP-3232DZ-1A.pdf;None
IHLP-3232DZ-1A;Enlarge;Power Inductors;;4.0;1 µH;18.2 A;12.0;;0.00463;-55 to +125;image\small_inductors\34317.png;Datasheet\IHLP-3232DZ-1A\IHLP-3232DZ-1A.pdf;None
IHLP-3232DZ-1A;Enlarge;Power Inductors;;4.0;5.6 µH;7.4 A;7.6;;0.0286;-55 to +125;image\small_inductors\34317.png;Datasheet\IHLP-3232DZ-1A\IHLP-3232DZ-1A.pdf;None
IHLP-3232DZ-1A;Enlarge;Power Inductors;;4.0;470 nH;25 A;14.0;;0.0025;-55 to +125;image\small_inductors\34317.png;Datasheet\IHLP-3232DZ-1A\IHLP-3232DZ-1A.pdf;None
IHLP-3232DZ-1A;Enlarge;Power Inductors;;4.0;15 µH;4.9 A;3.7;;0.0653;-55 to +125;image\small_inductors\34317.png;Datasheet\IHLP-3232DZ-1A\IHLP-3232DZ-1A.pdf;None
IHLP-3232DZ-1A;Enlarge;Power Inductors;;4.0;2.2 µH;14.5 A;10.2;;0.00941;-55 to +125;image\small_inductors\34317.png;Datasheet\IHLP-3232DZ-1A\IHLP-3232DZ-1A.pdf;None
IHLP-3232DZ-1A;Enlarge;Power Inductors;;4.0;6.8 µH;7 A;6.7;;0.0334;-55 to +125;image\small_inductors\34317.png;Datasheet\IHLP-3232DZ-1A\IHLP-3232DZ-1A.pdf;None
IHLP-3232DZ-1A;Enlarge;Power Inductors;;4.0;680 nH;22.2 A;14.5;;0.00322;-55 to +125;image\small_inductors\34317.png;Datasheet\IHLP-3232DZ-1A\IHLP-3232DZ-1A.pdf;None
IHLP-3232DZ-1L;Enlarge;Power Inductors;;4.0;4.7 µH;8 A;8.7;;0.0226;-55 to +125;image\small_inductors\34343.png;Datasheet\IHLP-3232DZ-1L\IHLP-3232DZ-1L.pdf;None
IHLP-3232DZ-1L;Enlarge;Power Inductors;;4.0;10 µH;5.4 A;6.4;;0.0518;-55 to +125;image\small_inductors\34343.png;Datasheet\IHLP-3232DZ-1L\IHLP-3232DZ-1L.pdf;None
IHLP-3232DZ-1L;Enlarge;Power Inductors;;4.0;470 nH;25 A;14.0;;0.0025;-55 to +125;image\small_inductors\34343.png;Datasheet\IHLP-3232DZ-1L\IHLP-3232DZ-1L.pdf;None
IHLP-3232DZ-1L;Enlarge;Power Inductors;;4.0;1 µH;18.2 A;12.0;;0.00463;-55 to +125;image\small_inductors\34343.png;Datasheet\IHLP-3232DZ-1L\IHLP-3232DZ-1L.pdf;None
IHLP-3232DZ-1L;Enlarge;Power Inductors;;4.0;5.6 µH;7.4 A;7.6;;0.0286;-55 to +125;image\small_inductors\34343.png;Datasheet\IHLP-3232DZ-1L\IHLP-3232DZ-1L.pdf;None
IHLP-3232DZ-1L;Enlarge;Power Inductors;;4.0;15 µH;4.9 A;3.7;;0.0653;-55 to +125;image\small_inductors\34343.png;Datasheet\IHLP-3232DZ-1L\IHLP-3232DZ-1L.pdf;None
IHLP-3232DZ-1L;Enlarge;Power Inductors;;4.0;680 nH;22.2 A;14.5;;0.00322;-55 to +125;image\small_inductors\34343.png;Datasheet\IHLP-3232DZ-1L\IHLP-3232DZ-1L.pdf;None
IHLP-3232DZ-1L;Enlarge;Power Inductors;;4.0;2.2 µH;14.5 A;10.2;;0.00941;-55 to +125;image\small_inductors\34343.png;Datasheet\IHLP-3232DZ-1L\IHLP-3232DZ-1L.pdf;None
IHLP-3232DZ-1L;Enlarge;Power Inductors;;4.0;6.8 µH;7 A;6.7;;0.0334;-55 to +125;image\small_inductors\34343.png;Datasheet\IHLP-3232DZ-1L\IHLP-3232DZ-1L.pdf;None
IHLP-3232DZ-1L;Enlarge;Power Inductors;;4.0;220 nH;34 A;22.0;;0.00135;-55 to +125;image\small_inductors\34343.png;Datasheet\IHLP-3232DZ-1L\IHLP-3232DZ-1L.pdf;None
IHLP-3232DZ-1L;Enlarge;Power Inductors;;4.0;22 µH;4.3 A;3.3;;0.089;-55 to +125;image\small_inductors\34343.png;Datasheet\IHLP-3232DZ-1L\IHLP-3232DZ-1L.pdf;None
IHLP-3232DZ-1L;Enlarge;Power Inductors;;4.0;3.3 µH;10.5 A;9.7;;0.0149;-55 to +125;image\small_inductors\34343.png;Datasheet\IHLP-3232DZ-1L\IHLP-3232DZ-1L.pdf;None
IHLP-3232DZ-1L;Enlarge;Power Inductors;;4.0;8.2 µH;5.7 A;6.6;;0.045;-55 to +125;image\small_inductors\34343.png;Datasheet\IHLP-3232DZ-1L\IHLP-3232DZ-1L.pdf;None
IHLP-3232DZ-1L;Enlarge;Power Inductors;;4.0;330 nH;27.5 A;16.0;;0.00215;-55 to +125;image\small_inductors\34343.png;Datasheet\IHLP-3232DZ-1L\IHLP-3232DZ-1L.pdf;None
IHLP-3232DZ-1L;Enlarge;Power Inductors;;4.0;820 nH;19.5 A;15.0;;0.00388;-55 to +125;image\small_inductors\34343.png;Datasheet\IHLP-3232DZ-1L\IHLP-3232DZ-1L.pdf;None
IHLP-3232DZ-1L;Enlarge;Power Inductors;;4.0;33 µH;3.2 A;3.2;;0.144;-55 to +125;image\small_inductors\34343.png;Datasheet\IHLP-3232DZ-1L\IHLP-3232DZ-1L.pdf;None
IHLP-3232DZ-51;Enlarge;Power Inductors;;4.0;10 µH;5.1 A;5.2;;0.0535;-55 to +155;image\small_inductors\34345.png;Datasheet\IHLP-3232DZ-51\IHLP-3232DZ-51.pdf;None
IHLP-3232DZ-51;Enlarge;Power Inductors;;4.0;1 µH;19 A;15;;0.0049;-55 to +155;image\small_inductors\34345.png;Datasheet\IHLP-3232DZ-51\IHLP-3232DZ-51.pdf;None
IHLP-3232DZ-51;Enlarge;Power Inductors;;4.0;4.7 µH;7.2 A;9.1;;0.02846;-55 to +155;image\small_inductors\34345.png;Datasheet\IHLP-3232DZ-51\IHLP-3232DZ-51.pdf;None
IHLP-3232DZ-51;Enlarge;Power Inductors;;4.0;470 nH;27 A;19;;0.00255;-55 to +155;image\small_inductors\34345.png;Datasheet\IHLP-3232DZ-51\IHLP-3232DZ-51.pdf;None
IHLP-3232DZ-51;Enlarge;Power Inductors;;4.0;15 µH;4.8 A;3.6;;0.06634;-55 to +155;image\small_inductors\34345.png;Datasheet\IHLP-3232DZ-51\IHLP-3232DZ-51.pdf;None
IHLP-3232DZ-51;Enlarge;Power Inductors;;4.0;1.5 µH;15.5 A;14;;0.00725;-55 to +155;image\small_inductors\34345.png;Datasheet\IHLP-3232DZ-51\IHLP-3232DZ-51.pdf;None
IHLP-3232DZ-51;Enlarge;Power Inductors;;4.0;5.6 µH;6.9 A;9;;0.03167;-55 to +155;image\small_inductors\34345.png;Datasheet\IHLP-3232DZ-51\IHLP-3232DZ-51.pdf;None
IHLP-3232DZ-51;Enlarge;Power Inductors;;4.0;680 nH;21.5 A;12;;0.00353;-55 to +155;image\small_inductors\34345.png;Datasheet\IHLP-3232DZ-51\IHLP-3232DZ-51.pdf;None
IHLP-3232DZ-51;Enlarge;Power Inductors;;4.0;22 µH;3.7 A;3.8;;0.11021;-55 to +155;image\small_inductors\34345.png;Datasheet\IHLP-3232DZ-51\IHLP-3232DZ-51.pdf;None
IHLP-3232DZ-51;Enlarge;Power Inductors;;4.0;2.2 µH;11.5 A;14;;0.0125;-55 to +155;image\small_inductors\34345.png;Datasheet\IHLP-3232DZ-51\IHLP-3232DZ-51.pdf;None
IHLP-3232DZ-51;Enlarge;Power Inductors;;4.0;6.8 µH;6.8 A;6.3;;0.0359;-55 to +155;image\small_inductors\34345.png;Datasheet\IHLP-3232DZ-51\IHLP-3232DZ-51.pdf;None
IHLP-3232DZ-51;Enlarge;Power Inductors;;4.0;820 nH;20 A;15;;0.004;-55 to +155;image\small_inductors\34345.png;Datasheet\IHLP-3232DZ-51\IHLP-3232DZ-51.pdf;None
IHLP-3232DZ-51;Enlarge;Power Inductors;;4.0;33 µH;3.1 A;3.2;;0.15943;-55 to +155;image\small_inductors\34345.png;Datasheet\IHLP-3232DZ-51\IHLP-3232DZ-51.pdf;None
IHLP-3232DZ-51;Enlarge;Power Inductors;;4.0;3.3 µH;10.6 A;11.8;;0.01648;-55 to +155;image\small_inductors\34345.png;Datasheet\IHLP-3232DZ-51\IHLP-3232DZ-51.pdf;None
IHLP-3232DZ-51;Enlarge;Power Inductors;;4.0;220 nH;36 A;32;;0.00186;-55 to +155;image\small_inductors\34345.png;Datasheet\IHLP-3232DZ-51\IHLP-3232DZ-51.pdf;None
IHLP-3232DZ-5A;Enlarge;Power Inductors;;4.0;6.8 µH;6.8 A;6.3;;0.0359;-55 to +155;image\small_inductors\34336.png;Datasheet\IHLP-3232DZ-5A\IHLP-3232DZ-5A.pdf;None
IHLP-3232DZ-5A;Enlarge;Power Inductors;;4.0;820 nH;20 A;15;;0.004;-55 to +155;image\small_inductors\34336.png;Datasheet\IHLP-3232DZ-5A\IHLP-3232DZ-5A.pdf;None
IHLP-3232DZ-5A;Enlarge;Power Inductors;;4.0;3.3 µH;10.6 A;11.8;;0.01648;-55 to +155;image\small_inductors\34336.png;Datasheet\IHLP-3232DZ-5A\IHLP-3232DZ-5A.pdf;None
IHLP-3232DZ-5A;Enlarge;Power Inductors;;4.0;220 nH;36 A;32;;0.00186;-55 to +155;image\small_inductors\34336.png;Datasheet\IHLP-3232DZ-5A\IHLP-3232DZ-5A.pdf;None
IHLP-3232DZ-5A;Enlarge;Power Inductors;;4.0;10 µH;5.1 A;5.2;;0.0535;-55 to +155;image\small_inductors\34336.png;Datasheet\IHLP-3232DZ-5A\IHLP-3232DZ-5A.pdf;None
IHLP-3232DZ-5A;Enlarge;Power Inductors;;4.0;33 µH;3.1 A;3.2;;0.15943;-55 to +155;image\small_inductors\34336.png;Datasheet\IHLP-3232DZ-5A\IHLP-3232DZ-5A.pdf;None
IHLP-3232DZ-5A;Enlarge;Power Inductors;;4.0;1 µH;19 A;15;;0.0049;-55 to +155;image\small_inductors\34336.png;Datasheet\IHLP-3232DZ-5A\IHLP-3232DZ-5A.pdf;None
IHLP-3232DZ-5A;Enlarge;Power Inductors;;4.0;4.7 µH;7.2 A;9.1;;0.02846;-55 to +155;image\small_inductors\34336.png;Datasheet\IHLP-3232DZ-5A\IHLP-3232DZ-5A.pdf;None
IHLP-3232DZ-5A;Enlarge;Power Inductors;;4.0;470 nH;27 A;19;;0.00255;-55 to +155;image\small_inductors\34336.png;Datasheet\IHLP-3232DZ-5A\IHLP-3232DZ-5A.pdf;None
IHLP-3232DZ-5A;Enlarge;Power Inductors;;4.0;15 µH;4.8 A;3.6;;0.06634;-55 to +155;image\small_inductors\34336.png;Datasheet\IHLP-3232DZ-5A\IHLP-3232DZ-5A.pdf;None
IHLP-3232DZ-5A;Enlarge;Power Inductors;;4.0;1.5 µH;15.5 A;14;;0.00725;-55 to +155;image\small_inductors\34336.png;Datasheet\IHLP-3232DZ-5A\IHLP-3232DZ-5A.pdf;None
IHLP-3232DZ-5A;Enlarge;Power Inductors;;4.0;5.6 µH;6.9 A;9;;0.03167;-55 to +155;image\small_inductors\34336.png;Datasheet\IHLP-3232DZ-5A\IHLP-3232DZ-5A.pdf;None
IHLP-3232DZ-5A;Enlarge;Power Inductors;;4.0;680 nH;21.5 A;12;;0.00353;-55 to +155;image\small_inductors\34336.png;Datasheet\IHLP-3232DZ-5A\IHLP-3232DZ-5A.pdf;None
IHLP-3232DZ-5A;Enlarge;Power Inductors;;4.0;22 µH;3.7 A;3.8;;0.11021;-55 to +155;image\small_inductors\34336.png;Datasheet\IHLP-3232DZ-5A\IHLP-3232DZ-5A.pdf;None
IHLP-3232DZ-5A;Enlarge;Power Inductors;;4.0;2.2 µH;11.5 A;14;;0.0125;-55 to +155;image\small_inductors\34336.png;Datasheet\IHLP-3232DZ-5A\IHLP-3232DZ-5A.pdf;None
IHLP-3232DZ-5L;Enlarge;Power Inductors;;4.0;5.6 µH;6.9 A;9.0;;0.03167;-55 to +155;image\small_inductors\34494.png;Datasheet\IHLP-3232DZ-5L\IHLP-3232DZ-5L.pdf;None
IHLP-3232DZ-5L;Enlarge;Power Inductors;;4.0;33 µH;3.1 A;3.2;;0.15943;-55 to +155;image\small_inductors\34494.png;Datasheet\IHLP-3232DZ-5L\IHLP-3232DZ-5L.pdf;None
IHLP-3232DZ-5L;Enlarge;Power Inductors;;4.0;820 nH;20 A;16.0;;0.004;-55 to +155;image\small_inductors\34494.png;Datasheet\IHLP-3232DZ-5L\IHLP-3232DZ-5L.pdf;None
IHLP-3232DZ-5L;Enlarge;Power Inductors;;4.0;2.2 µH;11.5 A;14.0;;0.0125;-55 to +155;image\small_inductors\34494.png;Datasheet\IHLP-3232DZ-5L\IHLP-3232DZ-5L.pdf;None
IHLP-3232DZ-5L;Enlarge;Power Inductors;;4.0;220 nH;36 A;32.0;;0.00186;-55 to +155;image\small_inductors\34494.png;Datasheet\IHLP-3232DZ-5L\IHLP-3232DZ-5L.pdf;None
IHLP-3232DZ-5L;Enlarge;Power Inductors;;4.0;10 µH;5.1 A;5.2;;0.0535;-55 to +155;image\small_inductors\34494.png;Datasheet\IHLP-3232DZ-5L\IHLP-3232DZ-5L.pdf;None
IHLP-3232DZ-5L;Enlarge;Power Inductors;;4.0;47 µH;2.4 A;2.8;;0.26964;-55 to +155;image\small_inductors\34494.png;Datasheet\IHLP-3232DZ-5L\IHLP-3232DZ-5L.pdf;None
IHLP-3232DZ-5L;Enlarge;Power Inductors;;4.0;1 µH;19 A;16.2;;0.0049;-55 to +155;image\small_inductors\34494.png;Datasheet\IHLP-3232DZ-5L\IHLP-3232DZ-5L.pdf;None
IHLP-3232DZ-5L;Enlarge;Power Inductors;;4.0;3.3 µH;10.6 A;11.8;;0.01648;-55 to +155;image\small_inductors\34494.png;Datasheet\IHLP-3232DZ-5L\IHLP-3232DZ-5L.pdf;None
IHLP-3232DZ-5L;Enlarge;Power Inductors;;4.0;470 nH;27 A;19.0;;0.00255;-55 to +155;image\small_inductors\34494.png;Datasheet\IHLP-3232DZ-5L\IHLP-3232DZ-5L.pdf;None
IHLP-3232DZ-5L;Enlarge;Power Inductors;;4.0;15 µH;4.8 A;3.6;;0.06634;-55 to +155;image\small_inductors\34494.png;Datasheet\IHLP-3232DZ-5L\IHLP-3232DZ-5L.pdf;None
IHLP-3232DZ-5L;Enlarge;Power Inductors;;4.0;1.5 µH;15.5 A;14.0;;0.00725;-55 to +155;image\small_inductors\34494.png;Datasheet\IHLP-3232DZ-5L\IHLP-3232DZ-5L.pdf;None
IHLP-3232DZ-5L;Enlarge;Power Inductors;;4.0;4.7 µH;7.2 A;9.1;;0.02846;-55 to +155;image\small_inductors\34494.png;Datasheet\IHLP-3232DZ-5L\IHLP-3232DZ-5L.pdf;None
IHLP-3232DZ-5L;Enlarge;Power Inductors;;4.0;22 µH;3.7 A;3.8;;0.11021;-55 to +155;image\small_inductors\34494.png;Datasheet\IHLP-3232DZ-5L\IHLP-3232DZ-5L.pdf;None
IHLP-3232DZ-5L;Enlarge;Power Inductors;;4.0;680 nH;21.5 A;16.2;;0.00353;-55 to +155;image\small_inductors\34494.png;Datasheet\IHLP-3232DZ-5L\IHLP-3232DZ-5L.pdf;None
IHLP-3232DZ-8A;Enlarge;Power Inductors;;4.0;33 µH;3.1 A;3.2;;0.15943;-55 to +180;image\small_inductors\34403.png;Datasheet\IHLP-3232DZ-8A\IHLP-3232DZ-8A.pdf;None
IHLP-3232DZ-8A;Enlarge;Power Inductors;;4.0;2.2 µH;11.5 A;14.0;;0.0125;-55 to +180;image\small_inductors\34403.png;Datasheet\IHLP-3232DZ-8A\IHLP-3232DZ-8A.pdf;None
IHLP-3232DZ-8A;Enlarge;Power Inductors;;4.0;10 µH;5.1 A;5.2;;0.0535;-55 to +180;image\small_inductors\34403.png;Datasheet\IHLP-3232DZ-8A\IHLP-3232DZ-8A.pdf;None
IHLP-3232DZ-8A;Enlarge;Power Inductors;;4.0;820 nH;20 A;16.0;;0.004;-55 to +180;image\small_inductors\34403.png;Datasheet\IHLP-3232DZ-8A\IHLP-3232DZ-8A.pdf;None
IHLP-3232DZ-8A;Enlarge;Power Inductors;;4.0;3.3 µH;10.6 A;11.8;;0.01648;-55 to +180;image\small_inductors\34403.png;Datasheet\IHLP-3232DZ-8A\IHLP-3232DZ-8A.pdf;None
IHLP-3232DZ-8A;Enlarge;Power Inductors;;4.0;220 nH;36 A;32.0;;0.00186;-55 to +180;image\small_inductors\34403.png;Datasheet\IHLP-3232DZ-8A\IHLP-3232DZ-8A.pdf;None
IHLP-3232DZ-8A;Enlarge;Power Inductors;;4.0;15 µH;4.8 A;3.6;;0.06634;-55 to +180;image\small_inductors\34403.png;Datasheet\IHLP-3232DZ-8A\IHLP-3232DZ-8A.pdf;None
IHLP-3232DZ-8A;Enlarge;Power Inductors;;4.0;1 µH;19 A;16.2;;0.0049;-55 to +180;image\small_inductors\34403.png;Datasheet\IHLP-3232DZ-8A\IHLP-3232DZ-8A.pdf;None
IHLP-3232DZ-8A;Enlarge;Power Inductors;;4.0;4.7 µH;7.2 A;9.1;;0.02846;-55 to +180;image\small_inductors\34403.png;Datasheet\IHLP-3232DZ-8A\IHLP-3232DZ-8A.pdf;None
IHLP-3232DZ-8A;Enlarge;Power Inductors;;4.0;470 nH;27 A;19.0;;0.00255;-55 to +180;image\small_inductors\34403.png;Datasheet\IHLP-3232DZ-8A\IHLP-3232DZ-8A.pdf;None
IHLP-3232DZ-8A;Enlarge;Power Inductors;;4.0;22 µH;3.7 A;3.8;;0.11021;-55 to +180;image\small_inductors\34403.png;Datasheet\IHLP-3232DZ-8A\IHLP-3232DZ-8A.pdf;None
IHLP-3232DZ-8A;Enlarge;Power Inductors;;4.0;1.5 µH;15.5 A;14.0;;0.00725;-55 to +180;image\small_inductors\34403.png;Datasheet\IHLP-3232DZ-8A\IHLP-3232DZ-8A.pdf;None
IHLP-3232DZ-8A;Enlarge;Power Inductors;;4.0;5.6 µH;6.9 A;9.0;;0.03167;-55 to +180;image\small_inductors\34403.png;Datasheet\IHLP-3232DZ-8A\IHLP-3232DZ-8A.pdf;None
IHLP-3232DZ-8A;Enlarge;Power Inductors;;4.0;680 nH;21.5 A;16.2;;0.00353;-55 to +180;image\small_inductors\34403.png;Datasheet\IHLP-3232DZ-8A\IHLP-3232DZ-8A.pdf;None
IHLP-3232DZ-A1;Enlarge;Power Inductors;;4.0;6.8 µH;5.7 A;15.2;;0.0477;-55 to +125;image\small_inductors\34318.png;Datasheet\IHLP-3232DZ-A1\IHLP-3232DZ-A1.pdf;None
IHLP-3232DZ-A1;Enlarge;Power Inductors;;4.0;680 nH;21 A;24.5;;0.00367;-55 to +125;image\small_inductors\34318.png;Datasheet\IHLP-3232DZ-A1\IHLP-3232DZ-A1.pdf;None
IHLP-3232DZ-A1;Enlarge;Power Inductors;;4.0;3.3 µH;9.2 A;20.0;;0.0177;-55 to +125;image\small_inductors\34318.png;Datasheet\IHLP-3232DZ-A1\IHLP-3232DZ-A1.pdf;None
IHLP-3232DZ-A1;Enlarge;Power Inductors;;4.0;220 nH;30.7 A;45.0;;0.00168;-55 to +125;image\small_inductors\34318.png;Datasheet\IHLP-3232DZ-A1\IHLP-3232DZ-A1.pdf;None
IHLP-3232DZ-A1;Enlarge;Power Inductors;;4.0;8.2 µH;5.5 A;10.0;;0.0508;-55 to +125;image\small_inductors\34318.png;Datasheet\IHLP-3232DZ-A1\IHLP-3232DZ-A1.pdf;None
IHLP-3232DZ-A1;Enlarge;Power Inductors;;4.0;820 nH;19 A;24.2;;0.00442;-55 to +125;image\small_inductors\34318.png;Datasheet\IHLP-3232DZ-A1\IHLP-3232DZ-A1.pdf;None
IHLP-3232DZ-A1;Enlarge;Power Inductors;;4.0;4.7 µH;7.25 A;15.0;;0.032;-55 to +125;image\small_inductors\34318.png;Datasheet\IHLP-3232DZ-A1\IHLP-3232DZ-A1.pdf;None
IHLP-3232DZ-A1;Enlarge;Power Inductors;;4.0;330 nH;29.5 A;36.0;;0.00214;-55 to +125;image\small_inductors\34318.png;Datasheet\IHLP-3232DZ-A1\IHLP-3232DZ-A1.pdf;None
IHLP-3232DZ-A1;Enlarge;Power Inductors;;4.0;10 µH;5.2 A;9.0;;0.0599;-55 to +125;image\small_inductors\34318.png;Datasheet\IHLP-3232DZ-A1\IHLP-3232DZ-A1.pdf;None
IHLP-3232DZ-A1;Enlarge;Power Inductors;;4.0;1 µH;18 A;24.0;;0.00578;-55 to +125;image\small_inductors\34318.png;Datasheet\IHLP-3232DZ-A1\IHLP-3232DZ-A1.pdf;None
IHLP-3232DZ-A1;Enlarge;Power Inductors;;4.0;5.6 µH;6.8 A;16.7;;0.0355;-55 to +125;image\small_inductors\34318.png;Datasheet\IHLP-3232DZ-A1\IHLP-3232DZ-A1.pdf;None
IHLP-3232DZ-A1;Enlarge;Power Inductors;;4.0;470 nH;25 A;31.5;;0.00262;-55 to +125;image\small_inductors\34318.png;Datasheet\IHLP-3232DZ-A1\IHLP-3232DZ-A1.pdf;None
IHLP-3232DZ-A1;Enlarge;Power Inductors;;4.0;2.2 µH;10.5 A;23.0;;0.0137;-55 to +125;image\small_inductors\34318.png;Datasheet\IHLP-3232DZ-A1\IHLP-3232DZ-A1.pdf;None
IHLP-3232DZ-L1;Enlarge;Power Inductors;;4.0;330 nH;29.5 A;36.0;;0.00214;-55 to +125;image\small_inductors\34342.png;Datasheet\IHLP-3232DZ-L1\IHLP-3232DZ-L1.pdf;None
IHLP-3232DZ-L1;Enlarge;Power Inductors;;4.0;10 µH;5.2 A;9.0;;0.0599;-55 to +125;image\small_inductors\34342.png;Datasheet\IHLP-3232DZ-L1\IHLP-3232DZ-L1.pdf;None
IHLP-3232DZ-L1;Enlarge;Power Inductors;;4.0;1 µH;18 A;24.0;;0.00578;-55 to +125;image\small_inductors\34342.png;Datasheet\IHLP-3232DZ-L1\IHLP-3232DZ-L1.pdf;None
IHLP-3232DZ-L1;Enlarge;Power Inductors;;4.0;5.6 µH;6.8 A;16.7;;0.0355;-55 to +125;image\small_inductors\34342.png;Datasheet\IHLP-3232DZ-L1\IHLP-3232DZ-L1.pdf;None
