Series▲▼;Product Image;Order Code▲▼;Cap (µF)▲▼;Voltage(V)▲▼;Form▲▼;Case Size▲▼;Temp Max(°C)▲▼;Useful Life▲▼;Style▲▼;Technology▲▼;Image path
160 CLA;Enlarge;MAL216099808E3;680;63;SMD;18x18x21;+150 °C;2000;"""SMD, V-chip, JEDEC compliant RoHS solderable, Blister Tape on Reel""";Aluminum Electrolytic;image/capacitors/aluminum/28405.png
160 CLA;Enlarge;MAL216099001E3;220;35;SMD;12.5x12.5x13;+150 °C;1250;"""SMD, V-chip, JEDEC compliant RoHS solderable, Blister Tape on Reel""";Aluminum Electrolytic;image/capacitors/aluminum/28405.png
160 CLA;Enlarge;MAL216099103E3;220;50;SMD;12.5x12.5x16;+150 °C;1250;"""SMD, V-chip, JEDEC compliant RoHS solderable, Blister Tape on Reel""";Aluminum Electrolytic;image/capacitors/aluminum/28405.png
160 CLA;Enlarge;MAL216099805E3;220;63;SMD;16x16x16;+150 °C;1500;"""SMD, V-chip, JEDEC compliant RoHS solderable, Blister Tape on Reel""";Aluminum Electrolytic;image/capacitors/aluminum/28405.png
160 CLA;Enlarge;MAL216099704E3;220;80;SMD;18x18x16;+150 °C;1500;"""SMD, V-chip, JEDEC compliant RoHS solderable, Blister Tape on Reel""";Aluminum Electrolytic;image/capacitors/aluminum/28405.png
160 CLA;Enlarge;MAL216099505E3;2200;16;SMD;16x16x21;+150 °C;2000;"""SMD, V-chip, JEDEC compliant RoHS solderable, Blister Tape on Reel""";Aluminum Electrolytic;image/capacitors/aluminum/28405.png
160 CLA;Enlarge;MAL216099606E3;2200;25;SMD;18x18x21;+150 °C;2000;"""SMD, V-chip, JEDEC compliant RoHS solderable, Blister Tape on Reel""";Aluminum Electrolytic;image/capacitors/aluminum/28405.png
160 CLA;Enlarge;MAL216099506E3;2700;16;SMD;18x18x21;+150 °C;2000;"""SMD, V-chip, JEDEC compliant RoHS solderable, Blister Tape on Reel""";Aluminum Electrolytic;image/capacitors/aluminum/28405.png
160 CLA;Enlarge;MAL216099601E3;330;25;SMD;12.5x12.5x13;+150 °C;1250;"""SMD, V-chip, JEDEC compliant RoHS solderable, Blister Tape on Reel""";Aluminum Electrolytic;image/capacitors/aluminum/28405.png
160 CLA;Enlarge;MAL216099002E3;330;35;SMD;12.5x12.5x13;+150 °C;1250;"""SMD, V-chip, JEDEC compliant RoHS solderable, Blister Tape on Reel""";Aluminum Electrolytic;image/capacitors/aluminum/28405.png
160 CLA;Enlarge;MAL216099104E3;330;50;SMD;16x16x16;+150 °C;1500;"""SMD, V-chip, JEDEC compliant RoHS solderable, Blister Tape on Reel""";Aluminum Electrolytic;image/capacitors/aluminum/28405.png
160 CLA;Enlarge;MAL216099806E3;330;63;SMD;18x18x16;+150 °C;1500;"""SMD, V-chip, JEDEC compliant RoHS solderable, Blister Tape on Reel""";Aluminum Electrolytic;image/capacitors/aluminum/28405.png
160 CLA;Enlarge;MAL216099705E3;330;80;SMD;18x18x21;+150 °C;1500;"""SMD, V-chip, JEDEC compliant RoHS solderable, Blister Tape on Reel""";Aluminum Electrolytic;image/capacitors/aluminum/28405.png
160 CLA;Enlarge;MAL216099507E3;3300;16;SMD;18x18x21;+150 °C;2000;"""SMD, V-chip, JEDEC compliant RoHS solderable, Blister Tape on Reel""";Aluminum Electrolytic;image/capacitors/aluminum/28405.png
160 CLA;Enlarge;MAL216099801E3;47;63;SMD;12.5x12.5x13;+150 °C;1250;"""SMD, V-chip, JEDEC compliant RoHS solderable, Blister Tape on Reel""";Aluminum Electrolytic;image/capacitors/aluminum/28405.png
160 CLA;Enlarge;MAL216099501E3;470;16;SMD;12.5x12.5x13;+150 °C;1250;"""SMD, V-chip, JEDEC compliant RoHS solderable, Blister Tape on Reel""";Aluminum Electrolytic;image/capacitors/aluminum/28405.png
160 CLA;Enlarge;MAL216099602E3;470;25;SMD;12.5x12.5x13;+150 °C;1250;"""SMD, V-chip, JEDEC compliant RoHS solderable, Blister Tape on Reel""";Aluminum Electrolytic;image/capacitors/aluminum/28405.png
160 CLA;Enlarge;MAL216099003E3;470;35;SMD;16x16x16;+150 °C;1500;"""SMD, V-chip, JEDEC compliant RoHS solderable, Blister Tape on Reel""";Aluminum Electrolytic;image/capacitors/aluminum/28405.png
160 CLA;Enlarge;MAL216099105E3;470;50;SMD;18x18x16;+150 °C;1500;"""SMD, V-chip, JEDEC compliant RoHS solderable, Blister Tape on Reel""";Aluminum Electrolytic;image/capacitors/aluminum/28405.png
160 CLA;Enlarge;MAL216099807E3;470;63;SMD;16x16x21;+150 °C;2000;"""SMD, V-chip, JEDEC compliant RoHS solderable, Blister Tape on Reel""";Aluminum Electrolytic;image/capacitors/aluminum/28405.png
160 RLA;Enlarge;MAL216061479E3;47;50;Radial;Ø10x12;+150 °C;1000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216061101E3;100;50;Radial;Ø10x16;+150 °C;1000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216060221E3;220;35;Radial;Ø12.5x20;+150 °C;1000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216065471E3;470;16;Radial;Ø12.5x20;+150 °C;1000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216055102E3;1000;16;Radial;Ø16x25;+150 °C;2000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216051221E3;220;50;Radial;Ø10x20;+150 °C;1000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216035471E3;470;16;Radial;Ø12.5x20;+150 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216035102E3;1000;16;Radial;Ø16x25;+150 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216031221E3;220;50;Radial;Ø10x20;+150 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216055471E3;470;16;Radial;Ø12.5x20;+150 °C;1000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216065102E3;1000;16;Radial;Ø16x25;+150 °C;2000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216061221E3;220;50;Radial;Ø10x20;+150 °C;1000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216056102E3;1000;25;Radial;Ø16x31;+150 °C;2000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216065222E3;2200;16;Radial;Ø18x25;+150 °C;2000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216035222E3;2200;16;Radial;Ø18x25;+150 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216066102E3;1000;25;Radial;Ø16x31;+150 °C;2000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216055222E3;2200;16;Radial;Ø18x25;+150 °C;2000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216036102E3;1000;25;Radial;Ø16x31;+150 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216065272E3;2700;16;Radial;Ø18x31;+150 °C;2000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216060102E3;1000;35;Radial;Ø18x35;+150 °C;2000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216055272E3;2700;16;Radial;Ø18x31;+150 °C;2000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216050102E3;1000;35;Radial;Ø18x35;+150 °C;2000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216035272E3;2700;16;Radial;Ø18x31;+150 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216031102E3;1000;50;Radial;Ø18x31;+150 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216051339E3;33;50;Radial;Ø10x12;+150 °C;1000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216066471E3;470;25;Radial;Ø16x25;+150 °C;2000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216061102E3;1000;50;Radial;Ø18x31;+150 °C;2000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216051102E3;1000;50;Radial;Ø18x31;+150 °C;2000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216061339E3;33;50;Radial;Ø10x12;+150 °C;1000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216036471E3;470;25;Radial;Ø16x25;+150 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216055152E3;1500;16;Radial;Ø18x20;+150 °C;2000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216031339E3;33;50;Radial;Ø10x12;+150 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216056471E3;470;25;Radial;Ø16x25;+150 °C;2000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216035152E3;1500;16;Radial;Ø18x20;+150 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216035331E3;330;16;Radial;Ø10x20;+150 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216050471E3;470;35;Radial;Ø18x20;+150 °C;2000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216065152E3;1500;16;Radial;Ø18x20;+150 °C;2000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216065331E3;330;16;Radial;Ø10x20;+150 °C;1000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216060471E3;470;35;Radial;Ø18x20;+150 °C;2000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216066152E3;1500;25;Radial;Ø18x31;+150 °C;2000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216055331E3;330;16;Radial;Ø10x20;+150 °C;1000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216030471E3;470;35;Radial;Ø18x20;+150 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216056152E3;1500;25;Radial;Ø18x31;+150 °C;2000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216056331E3;330;25;Radial;Ø12.5x25;+150 °C;1000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216051471E3;470;50;Radial;Ø12.5x25;+150 °C;1000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216036152E3;1500;25;Radial;Ø18x31;+150 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216066331E3;330;25;Radial;Ø12.5x25;+150 °C;1000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216031471E3;470;50;Radial;Ø12.5x25;+150 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216035221E3;220;16;Radial;Ø10x16;+150 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216036331E3;330;25;Radial;Ø12.5x25;+150 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216061471E3;470;50;Radial;Ø12.5x25;+150 °C;1000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216065221E3;220;16;Radial;Ø10x16;+150 °C;1000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216030331E3;330;35;Radial;Ø12.5x25;+150 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216055681E3;680;16;Radial;Ø12.5x25;+150 °C;1000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216050331E3;330;35;Radial;Ø12.5x25;+150 °C;1000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216065681E3;680;16;Radial;Ø12.5x25;+150 °C;1000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216060331E3;330;35;Radial;Ø12.5x25;+150 °C;1000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216035681E3;680;16;Radial;Ø12.5x25;+150 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216030681E3;680;35;Radial;Ø16x31;+150 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216031331E3;330;50;Radial;Ø12.5x20;+150 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216060681E3;680;35;Radial;Ø16x31;+150 °C;2000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216051331E3;330;50;Radial;Ø12.5x20;+150 °C;1000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216050681E3;680;35;Radial;Ø16x31;+150 °C;2000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216056101E3;100;25;Radial;Ø10x12;+150 °C;1000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216061331E3;330;50;Radial;Ø12.5x20;+150 °C;1000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216051681E3;680;50;Radial;Ø16x25;+150 °C;2000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216066101E3;100;25;Radial;Ø10x12;+150 °C;1000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216055332E3;3300;16;Radial;Ø18x35;+150 °C;2000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216031681E3;680;50;Radial;Ø16x25;+150 °C;2000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216036101E3;100;25;Radial;Ø10x12;+150 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216055221E3;220;16;Radial;Ø10x16;+150 °C;1000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216065332E3;3300;16;Radial;Ø18x35;+150 °C;2000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216030479E3;47;35;Radial;Ø10x12;+150 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216061681E3;680;50;Radial;Ø16x25;+150 °C;2000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216060101E3;100;35;Radial;Ø10x16;+150 °C;1000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216036221E3;220;25;Radial;Ø12.5x20;+150 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216060479E3;47;35;Radial;Ø10x12;+150 °C;1000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216030101E3;100;35;Radial;Ø10x16;+150 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216066221E3;220;25;Radial;Ø12.5x20;+150 °C;1000;"""Radial, Short Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216050479E3;47;35;Radial;Ø10x12;+150 °C;1000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216050101E3;100;35;Radial;Ø10x16;+150 °C;1000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216056221E3;220;25;Radial;Ø12.5x20;+150 °C;1000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216051479E3;47;50;Radial;Ø10x12;+150 °C;1000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216031101E3;100;50;Radial;Ø10x16;+150 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216030221E3;220;35;Radial;Ø12.5x20;+150 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216031479E3;47;50;Radial;Ø10x12;+150 °C;1000;"""Radial, Taped in Ammopack, Formed Leads""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216051101E3;100;50;Radial;Ø10x16;+150 °C;1000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
160 RLA;Enlarge;MAL216050221E3;220;35;Radial;Ø12.5x20;+150 °C;1000;"""Radial, Long Straight Leads, Bulk""";Aluminum Electrolytic;image/capacitors/aluminum/28420.png
162/163 PLL-PW;Enlarge;MAL216353681E3;680;250;Solder Pin;Ø40x50;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216259152E3;1500;100;Solder Pin;Ø35x40;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216358681E3;680;385;Solder Pin;Ø40x70;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216352152E3;1500;200;Solder Pin;Ø40x70;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216356681E3;680;400;Solder Pin;Ø40x70;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216353152E3;1500;250;Solder Pin;Ø40x100;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216259682E3;6800;100;Solder Pin;Ø40x100;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216258152E3;1500;63;Solder Pin;Ø25x40;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216255682E3;6800;16;Solder Pin;Ø25x30;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216254153E3;15000;10;Solder Pin;Ø25x40;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216256682E3;6800;25;Solder Pin;Ø25x40;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216353101E3;100;250;Solder Pin;Ø25x30;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216255153E3;15000;16;Solder Pin;Ø30x40;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216257682E3;6800;40;Solder Pin;Ø35x40;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216358101E3;100;385;Solder Pin;Ø25x40;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216256153E3;15000;25;Solder Pin;Ø35x40;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216258332E3;3300;63;Solder Pin;Ø35x40;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216258682E3;6800;63;Solder Pin;Ø40x50;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216356101E3;100;400;Solder Pin;Ø25x40;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216257153E3;15000;40;Solder Pin;Ø40x50;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216254333E3;33000;10;Solder Pin;Ø35x40;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216254683E3;68000;10;Solder Pin;Ø40x50;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216259102E3;1000;100;Solder Pin;Ø30x40;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216258153E3;15000;63;Solder Pin;Ø40x100;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216255333E3;33000;16;Solder Pin;Ø35x50;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216245333E3;33000;16;Solder Pin;Ø40x40;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216255683E3;68000;16;Solder Pin;Ø40x70;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216352102E3;1000;200;Solder Pin;Ø40x50;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
162/163 PLL-PW;Enlarge;MAL216254154E3;150000;10;Solder Pin;Ø40x100;+105 °C;5000;"""Large Can, Printed Wiring, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28347.png
