Series▲▼;Product Image;Order Code▲▼;Cap (µF)▲▼;Voltage(V)▲▼;Form▲▼;Case Size▲▼;Temp Max(°C)▲▼;Useful Life▲▼;Style▲▼;Technology▲▼;Image path
101/102 PHR-ST;Enlarge;MAL210186154E3;150000;25;Screw-Terminal;Ø76x105;+85 °C;15000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210278472E3;4700;385;Screw-Terminal;Ø76x105;+85 °C;10000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210243223E3;22000;250;Screw-Terminal;Ø90x146;+85 °C;10000;"""Screw Terminal, 13 mm M6 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210245103E3;10000;350;Screw-Terminal;Ø90x146;+85 °C;10000;"""Screw Terminal, 13 mm M6 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210168473E3;47000;63;Screw-Terminal;Ø76x105;+85 °C;15000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210128223E3;22000;63;Screw-Terminal;Ø50x105;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210119103E3;10000;100;Screw-Terminal;Ø50x80;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210225681E3;680;350;Screw-Terminal;Ø35x105;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210218332E3;3300;385;Screw-Terminal;Ø76x105;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210227152E3;1500;450;Screw-Terminal;Ø65x105;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210117683E3;68000;40;Screw-Terminal;Ø50x105;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210119333E3;33000;100;Screw-Terminal;Ø76x105;+85 °C;15000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210167104E3;100000;40;Screw-Terminal;Ø76x105;+85 °C;15000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210265682E3;6800;350;Screw-Terminal;Ø76x146;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210265471E3;470;350;Screw-Terminal;Ø35x80;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210215222E3;2200;350;Screw-Terminal;Ø50x105;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210265102E3;1000;350;Screw-Terminal;Ø50x80;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210117334E3;330000;40;Screw-Terminal;Ø76x220;+85 °C;15000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210166154E3;150000;25;Screw-Terminal;Ø76x105;+85 °C;15000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210265681E3;680;350;Screw-Terminal;Ø35x105;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210238332E3;3300;385;Screw-Terminal;Ø76x105;+85 °C;10000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210247152E3;1500;450;Screw-Terminal;Ø65x105;+85 °C;10000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210157683E3;68000;40;Screw-Terminal;Ø50x105;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210139333E3;33000;100;Screw-Terminal;Ø76x105;+85 °C;15000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210147104E3;100000;40;Screw-Terminal;Ø76x105;+85 °C;15000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210245682E3;6800;350;Screw-Terminal;Ø76x146;+85 °C;10000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210258471E3;470;385;Screw-Terminal;Ø35x80;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210225222E3;2200;350;Screw-Terminal;Ø65x105;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210218102E3;1000;385;Screw-Terminal;Ø50x80;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210177334E3;330000;40;Screw-Terminal;Ø76x220;+85 °C;15000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210126154E3;150000;25;Screw-Terminal;Ø76x105;+85 °C;15000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210258681E3;680;385;Screw-Terminal;Ø35x105;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210258332E3;3300;385;Screw-Terminal;Ø76x105;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210287152E3;1500;450;Screw-Terminal;Ø65x105;+85 °C;10000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210167683E3;68000;40;Screw-Terminal;Ø65x105;+85 °C;15000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210159333E3;33000;100;Screw-Terminal;Ø76x105;+85 °C;15000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210128104E3;100000;63;Screw-Terminal;Ø76x146;+85 °C;15000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210187683E3;68000;40;Screw-Terminal;Ø65x105;+85 °C;15000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210179333E3;33000;100;Screw-Terminal;Ø76x105;+85 °C;15000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210168104E3;100000;63;Screw-Terminal;Ø76x146;+85 °C;15000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210225682E3;6800;350;Screw-Terminal;Ø76x146;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210218471E3;470;385;Screw-Terminal;Ø35x80;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210265222E3;2200;350;Screw-Terminal;Ø65x105;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210258102E3;1000;385;Screw-Terminal;Ø50x80;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210157334E3;330000;40;Screw-Terminal;Ø76x220;+85 °C;15000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210146154E3;150000;25;Screw-Terminal;Ø76x105;+85 °C;15000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210218681E3;680;385;Screw-Terminal;Ø35x105;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210278332E3;3300;385;Screw-Terminal;Ø76x105;+85 °C;10000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210267152E3;1500;450;Screw-Terminal;Ø65x105;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210236332E3;3300;400;Screw-Terminal;Ø65x105;+85 °C;10000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210232153E3;15000;200;Screw-Terminal;Ø76x146;+85 °C;10000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210147683E3;68000;40;Screw-Terminal;Ø65x105;+85 °C;15000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210149333E3;33000;100;Screw-Terminal;Ø76x146;+85 °C;15000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210188104E3;100000;63;Screw-Terminal;Ø76x146;+85 °C;15000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210218682E3;6800;385;Screw-Terminal;Ø76x146;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210266471E3;470;400;Screw-Terminal;Ø35x105;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210285222E3;2200;350;Screw-Terminal;Ø65x105;+85 °C;10000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210226102E3;1000;400;Screw-Terminal;Ø50x105;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210147334E3;330000;40;Screw-Terminal;Ø90x146;+85 °C;15000;"""Screw Terminal, 13 mm M6 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210157154E3;150000;40;Screw-Terminal;Ø76x105;+85 °C;15000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210216681E3;680;400;Screw-Terminal;Ø35x105;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210256681E3;680;400;Screw-Terminal;Ø35x105;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210276332E3;3300;400;Screw-Terminal;Ø65x105;+85 °C;10000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210252153E3;15000;200;Screw-Terminal;Ø76x146;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210127683E3;68000;40;Screw-Terminal;Ø65x105;+85 °C;15000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210169333E3;33000;100;Screw-Terminal;Ø76x146;+85 °C;15000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210148104E3;100000;63;Screw-Terminal;Ø76x146;+85 °C;15000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210258682E3;6800;385;Screw-Terminal;Ø76x146;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210226471E3;470;400;Screw-Terminal;Ø35x105;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210245222E3;2200;350;Screw-Terminal;Ø65x105;+85 °C;10000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210266102E3;1000;400;Screw-Terminal;Ø50x105;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210187334E3;330000;40;Screw-Terminal;Ø90x146;+85 °C;15000;"""Screw Terminal, 13 mm M6 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210177154E3;150000;40;Screw-Terminal;Ø76x105;+85 °C;15000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210266681E3;680;400;Screw-Terminal;Ø50x80;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210216332E3;3300;400;Screw-Terminal;Ø65x105;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210212153E3;15000;200;Screw-Terminal;Ø76x146;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210158683E3;68000;63;Screw-Terminal;Ø76x105;+85 °C;15000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210129333E3;33000;100;Screw-Terminal;Ø76x146;+85 °C;15000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210186105E3;1000000;25;Screw-Terminal;Ø90x220;+85 °C;15000;"""Screw Terminal, 13 mm M6 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210278682E3;6800;385;Screw-Terminal;Ø76x146;+85 °C;10000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210216471E3;470;400;Screw-Terminal;Ø35x80;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210218222E3;2200;385;Screw-Terminal;Ø65x105;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210256102E3;1000;400;Screw-Terminal;Ø50x80;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210148334E3;330000;63;Screw-Terminal;Ø90x220;+85 °C;15000;"""Screw Terminal, 13 mm M6 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210137154E3;150000;40;Screw-Terminal;Ø76x105;+85 °C;15000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210226681E3;680;400;Screw-Terminal;Ø50x80;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210256332E3;3300;400;Screw-Terminal;Ø65x105;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210272153E3;15000;200;Screw-Terminal;Ø76x146;+85 °C;10000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210118683E3;68000;63;Screw-Terminal;Ø76x105;+85 °C;15000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210189333E3;33000;100;Screw-Terminal;Ø76x146;+85 °C;15000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210146105E3;1000000;25;Screw-Terminal;Ø90x220;+85 °C;15000;"""Screw Terminal, 13 mm M6 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210238682E3;6800;385;Screw-Terminal;Ø76x146;+85 °C;10000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210256471E3;470;400;Screw-Terminal;Ø35x80;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210258222E3;2200;385;Screw-Terminal;Ø65x105;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210216102E3;1000;400;Screw-Terminal;Ø50x80;+85 °C;10000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210188334E3;330000;63;Screw-Terminal;Ø90x220;+85 °C;15000;"""Screw Terminal, 13 mm M6 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210117154E3;150000;40;Screw-Terminal;Ø76x105;+85 °C;15000;"""Screw Terminal, 8 mm M5 High Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210238472E3;4700;385;Screw-Terminal;Ø76x105;+85 °C;10000;"""Screw Terminal, 13 mm M6 Low Post Terminals, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210283223E3;22000;250;Screw-Terminal;Ø90x146;+85 °C;10000;"""Screw Terminal, 13 mm M6 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
101/102 PHR-ST;Enlarge;MAL210285103E3;10000;350;Screw-Terminal;Ø90x146;+85 °C;10000;"""Screw Terminal, 13 mm M6 High Post Terminals, Mounting Bolt, Cardboard Box""";Aluminum Electrolytic;image/capacitors/aluminum/28371.png
